LEM: log-linear and event history analysis with missing data.
Developed by Jeroen Vermunt (c), Tilburg University, The Netherlands.
Version 1.0 (September 18, 1997).


*** INPUT ***

  lat 2
man 8
dim 2 2 2 2 2 2 2 2 2 3
lab Y Z A B C D E S T G
mod SGTYZ A|Y B|Y E|Y C|Z D|Z
ite 10000
dat [0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 4 0 0 1 0 1 1 0 0 2 1 0 6 3 1 3 1 1 4 4 1 1 1 0 0 0 1 0 2 1 0 0 0 0 0 0 2 3 0 0 2 2 0 3 2 0 4 1 0 1 1 0 1 1 2 1 0 0 0 0 4 7 4 0 4 2 4 2 0 0 3 2 0 1 0 8 1 2 1 0 0 5 3 7 0 1 0 3 5 3 0 0 1 1 2 2 2 0 1 9 4 2 8 3 0 12 6 1 10 3 1 6 2 1 7 3 1 11 6 3 0 1 0 2 10 13 3 2 2 8 21 47 0 3 1 1 11 10 2 1 5 4 13 17 1 1 2 9 7 7 3 3 0 7 11 8 1 4 0 3 7 5 1 9 1 3 6 4 0 0 0 1 0 1 0 0 0 1 0 0 1 3 2 0 0 2 0 3 0 0 0 1 2 1 0 0 0 0 2 1 0 1 0 1 11 6 5 2 4 0 13 7 4 1 1 1 1 1 0 0 0 1 1 0 0 0 0 3 1 5 10 1 0 5 0 2 4 1 4 5 3 2 0 0 1 0 2 0 2 0 0 0 10 17 4 0 3 1 5 7 4 3 5 4 0 0 0 3 0 1 0 2 0 4 2 4 1 3 0 0 2 1 1 1 3 2 0 2 2 1 0 7 0 3 6 0 1 8 4 1 13 7 1 10 4 3 9 8 6 4 6 9 0 1 0 3 4 6 4 0 6 6 4 15 5 7 4 2 7 8 2 6 9 3 15 24 6 1 1 3 4 3 3 4 4 7 5 5 14 8 6 6 9 5 7 6 8 6 17 4]
see 562



*** STATISTICS ***

  Number of iterations = 134
  Converge criterion   = 0.0000009437
  Seed random values   = 562

  X-squared            = 395.7500 (0.0049)
  L-squared            = 396.6555 (0.0045)
  Cressie-Read         = 377.3462 (0.0262)
  Dissimilarity index  = 0.1991
  Degrees of freedom   = 326
  Log-likelihood       = -6219.74765
  Number of parameters = 57 (+1)
  Sample size          = 1156.0
  BIC(L-squared)       = -1902.5316
  AIC(L-squared)       = -255.3445
  BIC(log-likelihood)  = 12841.5004
  AIC(log-likelihood)  = 12553.4953

  Eigenvalues information matrix
    5349.5385  2986.2218  2068.4977  1889.1743  1771.1378  1395.5223
    1287.0272  1215.6985  1080.2239  1051.3970  1042.5184  1028.5054
    1013.9798   952.4607   704.2627   670.5104   629.9307   602.3261
     579.1851   540.8524   532.0351   492.1100   454.6625   432.1634
     366.8288   333.1255   314.6155   310.3210   273.9085   244.9991
     221.7959   189.6369   182.5637   169.5947   141.7124   131.7850
     118.8124    93.1368    83.8382    78.0652    64.6976    52.3391
      43.7830    40.2278    31.5154    26.8567    19.2158    15.7940
      11.3850     6.2032     3.9020    -0.0000    -0.0000    -0.0001
      -0.0002    -0.0002    -0.0007

WARNING: 6 (nearly) boundary or non-identified (log-linear) parameters



*** FREQUENCIES ***

  A B C D E S T G     observed  estimated  std. res.
  2 2 2 2 1 1 2 2       4.000      3.753      0.127
  2 2 2 2 1 1 2 3       3.000      3.709     -0.368
  2 2 2 2 1 2 1 1       3.000      3.724     -0.375
  2 2 2 2 1 2 1 2       4.000      2.440      0.999
  2 2 2 2 1 2 1 3       4.000      1.301      2.365
  2 2 2 2 1 2 2 1       7.000      6.863      0.052
  2 2 2 2 1 2 2 2       5.000      6.201     -0.482
  2 2 2 2 1 2 2 3       5.000      6.001     -0.408
  2 2 2 2 2 1 1 1      14.000     12.200      0.515
  2 2 2 2 2 1 1 2       8.000      9.779     -0.569
  2 2 2 2 2 1 1 3       6.000      4.065      0.960
  2 2 2 2 2 1 2 1       6.000      5.153      0.373
  2 2 2 2 2 1 2 2       9.000      5.955      1.248
  2 2 2 2 2 1 2 3       5.000      4.121      0.433
  2 2 2 2 2 2 1 1       7.000      8.831     -0.616
  2 2 2 2 2 2 1 2       6.000      7.749     -0.628
  2 2 2 2 2 2 1 3       8.000      5.257      1.196
  2 2 2 2 2 2 2 1       6.000      5.500      0.213
  2 2 2 2 2 2 2 2      17.000      7.702      3.351
  2 2 2 2 2 2 2 3       4.000      6.967     -1.124



*** PSEUDO R-SQUARED MEASURES ***

* P(A|Y) *
                         baseline   fitted   R-squared
  entropy                 0.6900    0.6262    0.0924
  qualitative variance    0.2484    0.2175    0.1245
  classification error    0.4602    0.3259    0.2919
  -2/N*log-likelihood     1.3800    1.2524    0.0924/0.1131
  likelihood^(-2/N)       3.9747    3.4988    0.1197/0.1600

* P(B|Y) *
                         baseline   fitted   R-squared
  entropy                 0.5725    0.4287    0.2512
  qualitative variance    0.1922    0.1425    0.2584
  classification error    0.2595    0.2595    0.0000
  -2/N*log-likelihood     1.1451    0.8574    0.2512/0.2234
  likelihood^(-2/N)       3.1428    2.3571    0.2500/0.3666

* P(E|Y) *
                         baseline   fitted   R-squared
  entropy                 0.6644    0.5242    0.2109
  qualitative variance    0.2357    0.1743    0.2607
  classification error    0.3806    0.2570    0.3247
  -2/N*log-likelihood     1.3287    1.0485    0.2109/0.2189
  likelihood^(-2/N)       3.7763    2.8533    0.2444/0.3325

* P(C|Z) *
                         baseline   fitted   R-squared
  entropy                 0.6518    0.5574    0.1449
  qualitative variance    0.2296    0.1890    0.1769
  classification error    0.3573    0.3125    0.1252
  -2/N*log-likelihood     1.3037    1.1147    0.1449/0.1589
  likelihood^(-2/N)       3.6827    3.0487    0.1722/0.2364

* P(D|Z) *
                         baseline   fitted   R-squared
  entropy                 0.6801    0.4344    0.3613
  qualitative variance    0.2435    0.1335    0.4519
  classification error    0.4196    0.1622    0.6133
  -2/N*log-likelihood     1.3603    0.8688    0.3613/0.3295
  likelihood^(-2/N)       3.8973    2.3840    0.3883/0.5223



*** LOG-LINEAR PARAMETERS ***

* TABLE YZSTG [or P(YZSTG)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  Y 
   1            -4.1608   0.3372  -12.340      0.0156 
   2             4.1608                       64.1240   152.27   1 0.000
  Z 
   1            -3.4657   0.3715   -9.330      0.0313 
   2             3.4657                       31.9980    87.04   1 0.000
  S 
   1            -2.7719   0.3653   -7.588      0.0625 
   2             2.7719                       15.9896    57.58   1 0.000
  T 
   1            -5.4929   0.1443  -38.073      0.0041 
   2             5.4929                      242.9682  1449.56   1 0.000
  G 
   1            -3.0857   0.3803   -8.115      0.0457 
   2             4.4755   0.4140   10.810     87.8361 
   3            -1.3898                        0.2491   281.94   2 0.000
  YZ 
   1 1          -1.3175   0.3412   -3.861      0.2678 
   1 2           1.3175                        3.7342 
   2 1           1.3175                        3.7342 
   2 2          -1.3175                        0.2678    14.91   1 0.000
  YS 
   1 1          -4.3492   0.3731  -11.656      0.0129 
   1 2           4.3492                       77.4138 
   2 1           4.3492                       77.4138 
   2 2          -4.3492                        0.0129   135.85   1 0.000
  ZS 
   1 1          -3.2005   0.3465   -9.236      0.0407 
   1 2           3.2005                       24.5443 
   2 1           3.2005                       24.5443 
   2 2          -3.2005                        0.0407    85.30   1 0.000
  YT 
   1 1          -4.3129   0.1540  -27.998      0.0134 
   1 2           4.3129                       74.6558 
   2 1           4.3129                       74.6558 
   2 2          -4.3129                        0.0134   783.87   1 0.000
  ZT 
   1 1          -3.8693   0.1974  -19.597      0.0209 
   1 2           3.8693                       47.9088 
   2 1           3.8693                       47.9088 
   2 2          -3.8693                        0.0209   384.04   1 0.000
  ST 
   1 1          -3.0102   0.1631  -18.459      0.0493 
   1 2           3.0102                       20.2909 
   2 1           3.0102                       20.2909 
   2 2          -3.0102                        0.0493   340.74   1 0.000
  YG 
   1 1           0.7964   0.4099    1.943      2.2175 
   1 2           2.4215   0.3699    6.547     11.2627 
   1 3          -3.2179                        0.0400 
   2 1          -0.7964                        0.4509 
   2 2          -2.4215                        0.0888 
   2 3           3.2179                       24.9756    44.59   2 0.000
  ZG 
   1 1          -6.0699   0.2963  -20.483      0.0023 
   1 2           4.7014   0.3652   12.872    110.1044 
   1 3           1.3685                        3.9294 
   2 1           6.0699                      432.6402 
   2 2          -4.7014                        0.0091 
   2 3          -1.3685                        0.2545   806.03   2 0.000
  SG 
   1 1          -1.1412   0.4709   -2.424      0.3194 
   1 2           1.1032   0.3215    3.431      3.0137 
   1 3           0.0381                        1.0388 
   2 1           1.1412                        3.1306 
   2 2          -1.1032                        0.3318 
   2 3          -0.0381                        0.9627    17.03   2 0.000
  TG 
   1 1          -3.0884   0.2241  -13.783      0.0456 
   1 2           3.7212   0.1625   22.899     41.3141 
   1 3          -0.6328                        0.5311 
   2 1           3.0884                       21.9428 
   2 2          -3.7212                        0.0242 
   2 3           0.6328                        1.8828   541.71   2 0.000
  YZS 
   1 1 1        -4.8208   0.3141  -15.347      0.0081 
   1 1 2         4.8208                      124.0696 
   1 2 1         4.8208                      124.0696 
   1 2 2        -4.8208                        0.0081 
   2 1 1         4.8208                      124.0696 
   2 1 2        -4.8208                        0.0081 
   2 2 1        -4.8208                        0.0081 
   2 2 2         4.8208                      124.0696   235.54   1 0.000
  YZT 
   1 1 1        -2.1029   0.2251   -9.343      0.1221 
   1 1 2         2.1029                        8.1899 
   1 2 1         2.1029                        8.1899 
   1 2 2        -2.1029                        0.1221 
   2 1 1         2.1029                        8.1899 
   2 1 2        -2.1029                        0.1221 
   2 2 1        -2.1029                        0.1221 
   2 2 2         2.1029                        8.1899    87.29   1 0.000
  YST 
   1 1 1        -4.8260   0.1393  -34.639      0.0080 
   1 1 2         4.8260                      124.7146 
   1 2 1         4.8260                      124.7146 
   1 2 2        -4.8260                        0.0080 
   2 1 1         4.8260                      124.7146 
   2 1 2        -4.8260                        0.0080 
   2 2 1        -4.8260                        0.0080 
   2 2 2         4.8260                      124.7146  1199.88   1 0.000
  ZST 
   1 1 1        -2.6143   0.1785  -14.644      0.0732 
   1 1 2         2.6143                       13.6582 
   1 2 1         2.6143                       13.6582 
   1 2 2        -2.6143                        0.0732 
   2 1 1         2.6143                       13.6582 
   2 1 2        -2.6143                        0.0732 
   2 2 1        -2.6143                        0.0732 
   2 2 2         2.6143                       13.6582   214.46   1 0.000
  YZG 
   1 1 1        -2.0736   0.3644   -5.690      0.1257 
   1 1 2         3.0430   0.4786    6.358     20.9691 
   1 1 3        -0.9695                        0.3793 
   1 2 1         2.0736                        7.9532 
   1 2 2        -3.0430                        0.0477 
   1 2 3         0.9695                        2.6366 
   2 1 1         2.0736                        7.9532 
   2 1 2        -3.0430                        0.0477 
   2 1 3         0.9695                        2.6366 
   2 2 1        -2.0736                        0.1257 
   2 2 2         3.0430                       20.9691 
   2 2 3        -0.9695                        0.3793    92.17   2 0.000
  YSG 
   1 1 1        -4.5581   0.2928  -15.566      0.0105 
   1 1 2         2.7550   0.4043    6.814     15.7208 
   1 1 3         1.8031                        6.0683 
   1 2 1         4.5581                       95.3984 
   1 2 2        -2.7550                        0.0636 
   1 2 3        -1.8031                        0.1648 
   2 1 1         4.5581                       95.3984 
   2 1 2        -2.7550                        0.0636 
   2 1 3        -1.8031                        0.1648 
   2 2 1        -4.5581                        0.0105 
   2 2 2         2.7550                       15.7208 
   2 2 3         1.8031                        6.0683   308.25   2 0.000
  ZSG 
   1 1 1        -0.6234   0.3352   -1.860      0.5361 
   1 1 2         4.6961   0.3097   15.165    109.5164 
   1 1 3        -4.0726                        0.0170 
   1 2 1         0.6234                        1.8653 
   1 2 2        -4.6961                        0.0091 
   1 2 3         4.0726                       58.7118 
   2 1 1         0.6234                        1.8653 
   2 1 2        -4.6961                        0.0091 
   2 1 3         4.0726                       58.7118 
   2 2 1        -0.6234                        0.5361 
   2 2 2         4.6961                      109.5164 
   2 2 3        -4.0726                        0.0170   271.42   2 0.000
  YTG 
   1 1 1        -0.1119   0.2370   -0.472      0.8942 
   1 1 2         2.1752   0.2464    8.828      8.8037 
   1 1 3        -2.0633                        0.1270 
   1 2 1         0.1119                        1.1183 
   1 2 2        -2.1752                        0.1136 
   1 2 3         2.0633                        7.8720 
   2 1 1         0.1119                        1.1183 
   2 1 2        -2.1752                        0.1136 
   2 1 3         2.0633                        7.8720 
   2 2 1        -0.1119                        0.8942 
   2 2 2         2.1752                        8.8037 
   2 2 3        -2.0633                        0.1270   131.87   2 0.000
  ZTG 
   1 1 1        -4.7965   0.2716  -17.662      0.0083 
   1 1 2         5.0934   0.2249   22.644    162.9426 
   1 1 3        -0.2969                        0.7432 
   1 2 1         4.7965                      121.0909 
   1 2 2        -5.0934                        0.0061 
   1 2 3         0.2969                        1.3456 
   2 1 1         4.7965                      121.0909 
   2 1 2        -5.0934                        0.0061 
   2 1 3         0.2969                        1.3456 
   2 2 1        -4.7965                        0.0083 
   2 2 2         5.0934                      162.9426 
   2 2 3        -0.2969                        0.7432   530.75   2 0.000
  STG 
   1 1 1        -0.7498   0.2572   -2.916      0.4725 
   1 1 2         1.6913   0.2970    5.694      5.4264 
   1 1 3        -0.9415                        0.3900 
   1 2 1         0.7498                        2.1166 
   1 2 2        -1.6913                        0.1843 
   1 2 3         0.9415                        2.5638 
   2 1 1         0.7498                        2.1166 
   2 1 2        -1.6913                        0.1843 
   2 1 3         0.9415                        2.5638 
   2 2 1        -0.7498                        0.4725 
   2 2 2         1.6913                        5.4264 
   2 2 3        -0.9415                        0.3900    36.92   2 0.000
  YZST 
   1 1 1 1      -4.3106   ******    *****      0.0134 
   1 1 1 2       4.3106                       74.4819 
   1 1 2 1       4.3106                       74.4819 
   1 1 2 2      -4.3106                        0.0134 
   1 2 1 1       4.3106                       74.4819 
   1 2 1 2      -4.3106                        0.0134 
   1 2 2 1      -4.3106                        0.0134 
   1 2 2 2       4.3106                       74.4819 
   2 1 1 1       4.3106                       74.4819 
   2 1 1 2      -4.3106                        0.0134 
   2 1 2 1      -4.3106                        0.0134 
   2 1 2 2       4.3106                       74.4819 
   2 2 1 1      -4.3106                        0.0134 
   2 2 1 2       4.3106                       74.4819 
   2 2 2 1       4.3106                       74.4819 
   2 2 2 2      -4.3106                        0.0134     0.00   1 1.000
  YZSG 
   1 1 1 1      -3.8402   0.5381   -7.136      0.0215 
   1 1 1 2       6.5425   ******    *****    694.0505 
   1 1 1 3      -2.7024                        0.0670 
   1 1 2 1       3.8402                       46.5327 
   1 1 2 2      -6.5425                        0.0014 
   1 1 2 3       2.7024                       14.9153 
   1 2 1 1       3.8402                       46.5327 
   1 2 1 2      -6.5425                        0.0014 
   1 2 1 3       2.7024                       14.9153 
   1 2 2 1      -3.8402                        0.0215 
   1 2 2 2       6.5425                      694.0505 
   1 2 2 3      -2.7024                        0.0670 
   2 1 1 1       3.8402                       46.5327 
   2 1 1 2      -6.5425                        0.0014 
   2 1 1 3       2.7024                       14.9153 
   2 1 2 1      -3.8402                        0.0215 
   2 1 2 2       6.5425                      694.0505 
   2 1 2 3      -2.7024                        0.0670 
   2 2 1 1      -3.8402                        0.0215 
   2 2 1 2       6.5425                      694.0505 
   2 2 1 3      -2.7024                        0.0670 
   2 2 2 1       3.8402                       46.5327 
   2 2 2 2      -6.5425                        0.0014 
   2 2 2 3       2.7024                       14.9153    50.92   2 0.000
  YZTG 
   1 1 1 1      -1.4732   ******    *****      0.2292 
   1 1 1 2       3.3473   ******    *****     28.4266 
   1 1 1 3      -1.8741                        0.1535 
   1 1 2 1       1.4732                        4.3632 
   1 1 2 2      -3.3473                        0.0352 
   1 1 2 3       1.8741                        6.5151 
   1 2 1 1       1.4732                        4.3632 
   1 2 1 2      -3.3473                        0.0352 
   1 2 1 3       1.8741                        6.5151 
   1 2 2 1      -1.4732                        0.2292 
   1 2 2 2       3.3473                       28.4266 
   1 2 2 3      -1.8741                        0.1535 
   2 1 1 1       1.4732                        4.3632 
   2 1 1 2      -3.3473                        0.0352 
   2 1 1 3       1.8741                        6.5151 
   2 1 2 1      -1.4732                        0.2292 
   2 1 2 2       3.3473                       28.4266 
   2 1 2 3      -1.8741                        0.1535 
   2 2 1 1      -1.4732                        0.2292 
   2 2 1 2       3.3473                       28.4266 
   2 2 1 3      -1.8741                        0.1535 
   2 2 2 1       1.4732                        4.3632 
   2 2 2 2      -3.3473                        0.0352 
   2 2 2 3       1.8741                        6.5151     0.00   2 1.000
  YSTG 
   1 1 1 1      -3.9620   0.1698  -23.329      0.0190 
   1 1 1 2       3.1852   0.2835   11.235     24.1732 
   1 1 1 3       0.7767                        2.1743 
   1 1 2 1       3.9620                       52.5599 
   1 1 2 2      -3.1852                        0.0414 
   1 1 2 3      -0.7767                        0.4599 
   1 2 1 1       3.9620                       52.5599 
   1 2 1 2      -3.1852                        0.0414 
   1 2 1 3      -0.7767                        0.4599 
   1 2 2 1      -3.9620                        0.0190 
   1 2 2 2       3.1852                       24.1732 
   1 2 2 3       0.7767                        2.1743 
   2 1 1 1       3.9620                       52.5599 
   2 1 1 2      -3.1852                        0.0414 
   2 1 1 3      -0.7767                        0.4599 
   2 1 2 1      -3.9620                        0.0190 
   2 1 2 2       3.1852                       24.1732 
   2 1 2 3       0.7767                        2.1743 
   2 2 1 1      -3.9620                        0.0190 
   2 2 1 2       3.1852                       24.1732 
   2 2 1 3       0.7767                        2.1743 
   2 2 2 1       3.9620                       52.5599 
   2 2 2 2      -3.1852                        0.0414 
   2 2 2 3      -0.7767                        0.4599   557.91   2 0.000
  ZSTG 
   1 1 1 1      -1.0258   0.2731   -3.756      0.3585 
   1 1 1 2       4.2803   0.2295   18.647     72.2593 
   1 1 1 3      -3.2545                        0.0386 
   1 1 2 1       1.0258                        2.7892 
   1 1 2 2      -4.2803                        0.0138 
   1 1 2 3       3.2545                       25.9069 
   1 2 1 1       1.0258                        2.7892 
   1 2 1 2      -4.2803                        0.0138 
   1 2 1 3       3.2545                       25.9069 
   1 2 2 1      -1.0258                        0.3585 
   1 2 2 2       4.2803                       72.2593 
   1 2 2 3      -3.2545                        0.0386 
   2 1 1 1       1.0258                        2.7892 
   2 1 1 2      -4.2803                        0.0138 
   2 1 1 3       3.2545                       25.9069 
   2 1 2 1      -1.0258                        0.3585 
   2 1 2 2       4.2803                       72.2593 
   2 1 2 3      -3.2545                        0.0386 
   2 2 1 1      -1.0258                        0.3585 
   2 2 1 2       4.2803                       72.2593 
   2 2 1 3      -3.2545                        0.0386 
   2 2 2 1       1.0258                        2.7892 
   2 2 2 2      -4.2803                        0.0138 
   2 2 2 3       3.2545                       25.9069   453.77   2 0.000
  YZSTG 
   1 1 1 1 1    -4.2759   ******    *****      0.0139 
   1 1 1 1 2     5.6490   ******    *****    284.0047 
   1 1 1 1 3    -1.3731                        0.2533 
   1 1 1 2 1     4.2759                       71.9474 
   1 1 1 2 2    -5.6490                        0.0035 
   1 1 1 2 3     1.3731                        3.9474 
   1 1 2 1 1     4.2759                       71.9474 
   1 1 2 1 2    -5.6490                        0.0035 
   1 1 2 1 3     1.3731                        3.9474 
   1 1 2 2 1    -4.2759                        0.0139 
   1 1 2 2 2     5.6490                      284.0047 
   1 1 2 2 3    -1.3731                        0.2533 
   1 2 1 1 1     4.2759                       71.9474 
   1 2 1 1 2    -5.6490                        0.0035 
   1 2 1 1 3     1.3731                        3.9474 
   1 2 1 2 1    -4.2759                        0.0139 
   1 2 1 2 2     5.6490                      284.0047 
   1 2 1 2 3    -1.3731                        0.2533 
   1 2 2 1 1    -4.2759                        0.0139 
   1 2 2 1 2     5.6490                      284.0047 
   1 2 2 1 3    -1.3731                        0.2533 
   1 2 2 2 1     4.2759                       71.9474 
   1 2 2 2 2    -5.6490                        0.0035 
   1 2 2 2 3     1.3731                        3.9474 
   2 1 1 1 1     4.2759                       71.9474 
   2 1 1 1 2    -5.6490                        0.0035 
   2 1 1 1 3     1.3731                        3.9474 
   2 1 1 2 1    -4.2759                        0.0139 
   2 1 1 2 2     5.6490                      284.0047 
   2 1 1 2 3    -1.3731                        0.2533 
   2 1 2 1 1    -4.2759                        0.0139 
   2 1 2 1 2     5.6490                      284.0047 
   2 1 2 1 3    -1.3731                        0.2533 
   2 1 2 2 1     4.2759                       71.9474 
   2 1 2 2 2    -5.6490                        0.0035 
   2 1 2 2 3     1.3731                        3.9474 
   2 2 1 1 1    -4.2759                        0.0139 
   2 2 1 1 2     5.6490                      284.0047 
   2 2 1 1 3    -1.3731                        0.2533 
   2 2 1 2 1     4.2759                       71.9474 
   2 2 1 2 2    -5.6490                        0.0035 
   2 2 1 2 3     1.3731                        3.9474 
   2 2 2 1 1     4.2759                       71.9474 
   2 2 2 1 2    -5.6490                        0.0035 
   2 2 2 1 3     1.3731                        3.9474 
   2 2 2 2 1    -4.2759                        0.0139 
   2 2 2 2 2     5.6490                      284.0047 
   2 2 2 2 3    -1.3731                        0.2533     0.00   2 1.000

* TABLE YA [or P(A|Y)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  A 
   1            -0.1074   0.0406   -2.642      0.8982 
   2             0.1074                        1.1133     6.98   1 0.008
  YA 
   1 1           0.3718   0.0424    8.771      1.4503 
   1 2          -0.3718                        0.6895 
   2 1          -0.3718                        0.6895 
   2 2           0.3718                        1.4503    76.93   1 0.000

* TABLE YB [or P(B|Y)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  B 
   1            -0.7703   0.1019   -7.556      0.4629 
   2             0.7703                        2.1604    57.09   1 0.000
  YB 
   1 1          -0.7530   0.0935   -8.058      0.4709 
   1 2           0.7530                        2.1234 
   2 1           0.7530                        2.1234 
   2 2          -0.7530                        0.4709    64.93   1 0.000

* TABLE YE [or P(E|Y)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  E 
   1            -0.3706   0.0629   -5.889      0.6903 
   2             0.3706                        1.4486    34.69   1 0.000
  YE 
   1 1           0.6130   0.0577   10.622      1.8459 
   1 2          -0.6130                        0.5417 
   2 1          -0.6130                        0.5417 
   2 2           0.6130                        1.8459   112.83   1 0.000

* TABLE ZC [or P(C|Z)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  C 
   1            -0.4209   0.0615   -6.849      0.6565 
   2             0.4209                        1.5233    46.91   1 0.000
  ZC 
   1 1          -0.5029   0.0604   -8.324      0.6047 
   1 2           0.5029                        1.6536 
   2 1           0.5029                        1.6536 
   2 2          -0.5029                        0.6047    69.29   1 0.000

* TABLE ZD [or P(D|Z)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  D 
   1            -0.1832   0.1018   -1.800      0.8326 
   2             0.1832                        1.2011     3.24   1 0.072
  ZD 
   1 1           0.8264   0.0949    8.712      2.2851 
   1 2          -0.8264                        0.4376 
   2 1          -0.8264                        0.4376 
   2 2           0.8264                        2.2851    75.90   1 0.000



*** (CONDITIONAL) PROBABILITIES ***

* P(YZSTG) *

  1 1 1 1 1      0.0000  (0.0000) *
  1 1 1 1 2      0.0027  (0.0029)
  1 1 1 1 3      0.0000  (0.0000) *
  1 1 1 2 1      0.0080  (0.0061)
  1 1 1 2 2      0.0442  (0.0096)
  1 1 1 2 3      0.0408  (0.0087)
  1 1 2 1 1      0.0090  (0.0039)
  1 1 2 1 2      0.0027  (0.0032)
  1 1 2 1 3      0.0131  (0.0056)
  1 1 2 2 1      0.0231  (0.0071)
  1 1 2 2 2      0.0529  (0.0102)
  1 1 2 2 3      0.1162  (0.0113)
  1 2 1 1 1      0.0060  (0.0053)
  1 2 1 1 2      0.0000  (0.0000) *
  1 2 1 1 3      0.0029  (0.0022)
  1 2 1 2 1      0.0528  (0.0097)
  1 2 1 2 2      0.0108  (0.0065)
  1 2 1 2 3      0.0146  (0.0067)
  1 2 2 1 1      0.0224  (0.0066)
  1 2 2 1 2      0.0132  (0.0057)
  1 2 2 1 3      0.0000  (0.0000) *
  1 2 2 2 1      0.0543  (0.0092)
  1 2 2 2 2      0.0302  (0.0089)
  1 2 2 2 3      0.0000  (0.0000)
  2 1 1 1 1      0.0042  (0.0042)
  2 1 1 1 2      0.0235  (0.0076)
  2 1 1 1 3      0.0192  (0.0053)
  2 1 1 2 1      0.0010  (0.0020)
  2 1 1 2 2      0.0032  (0.0065)
  2 1 1 2 3      0.0202  (0.0067)
  2 1 2 1 1      0.0000  (0.0000) *
  2 1 2 1 2      0.0117  (0.0051)
  2 1 2 1 3      0.0202  (0.0070)
  2 1 2 2 1      0.0013  (0.0026)
  2 1 2 2 2      0.0215  (0.0082)
  2 1 2 2 3      0.0150  (0.0075)
  2 2 1 1 1      0.0763  (0.0101)
  2 2 1 1 2      0.0533  (0.0088)
  2 2 1 1 3      0.0168  (0.0054)
  2 2 1 2 1      0.0100  (0.0056)
  2 2 1 2 2      0.0249  (0.0066)
  2 2 1 2 3      0.0040  (0.0049)
  2 2 2 1 1      0.0473  (0.0078)
  2 2 2 1 2      0.0398  (0.0080)
  2 2 2 1 3      0.0230  (0.0059)
  2 2 2 2 1      0.0086  (0.0050)
  2 2 2 2 2      0.0182  (0.0080)
  2 2 2 2 3      0.0168  (0.0056)

* P(A|Y) *

  1 | 1          0.6292  (0.0266)
  2 | 1          0.3708  (0.0266)
  1 | 2          0.2772  (0.0242)
  2 | 2          0.7228  (0.0242)

* P(B|Y) *

  1 | 1          0.0454  (0.0161)
  2 | 1          0.9546  (0.0161)
  1 | 2          0.4914  (0.0307)
  2 | 2          0.5086  (0.0307)

* P(E|Y) *

  1 | 1          0.6189  (0.0308)
  2 | 1          0.3811  (0.0308)
  1 | 2          0.1227  (0.0219)
  2 | 2          0.8773  (0.0219)

* P(C|Z) *

  1 | 1          0.1361  (0.0254)
  2 | 1          0.8639  (0.0254)
  1 | 2          0.5409  (0.0283)
  2 | 2          0.4591  (0.0283)

* P(D|Z) *

  1 | 1          0.7835  (0.0404)
  2 | 1          0.2165  (0.0404)
  1 | 2          0.1172  (0.0324)
  2 | 2          0.8828  (0.0324)



*** LATENT CLASS OUTPUT ***

          Y  1    Y  1    Y  2    Y  2
          Z  1    Z  2    Z  1    Z  2
         0.3127  0.2072  0.1411  0.3391
  A  1   0.6292  0.6292  0.2772  0.2772
  A  2   0.3708  0.3708  0.7228  0.7228
  B  1   0.0454  0.0454  0.4914  0.4914
  B  2   0.9546  0.9546  0.5086  0.5086
  C  1   0.1361  0.5409  0.1361  0.5409
  C  2   0.8639  0.4591  0.8639  0.4591
  D  1   0.7835  0.1172  0.7835  0.1172
  D  2   0.2165  0.8828  0.2165  0.8828
  E  1   0.6189  0.6189  0.1227  0.1227
  E  2   0.3811  0.3811  0.8773  0.8773
  S  1   0.3060  0.4201  0.5058  0.5467
  S  2   0.6940  0.5799  0.4942  0.4533
  T  1   0.0879  0.2149  0.5589  0.7567
  T  2   0.9121  0.7851  0.4411  0.2433
  G  1   0.1283  0.6541  0.0459  0.4196
  G  2   0.3277  0.2616  0.4254  0.4018
  G  3   0.5439  0.0843  0.5287  0.1785

E = 0.2082, lambda = 0.6850
