LEM: log-linear and event history analysis with missing data.
Developed by Jeroen Vermunt (c), Tilburg University, The Netherlands.
Version 1.0 (September 18, 1997).


*** INPUT ***

  lat 2
man 8
dim 2 2 2 2 2 2 2 2 2 3
lab Y Z A B C D E S T G
mod SGTYZ A|Y B|Y E|Y C|Z D|Z
ite 10000
dat [0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 4 0 0 1 0 1 1 0 0 2 1 0 6 3 1 3 1 1 4 4 1 1 1 0 0 0 1 0 2 1 0 0 0 0 0 0 2 3 0 0 2 2 0 3 2 0 4 1 0 1 1 0 1 1 2 1 0 0 0 0 4 7 4 0 4 2 4 2 0 0 3 2 0 1 0 8 1 2 1 0 0 5 3 7 0 1 0 3 5 3 0 0 1 1 2 2 2 0 1 9 4 2 8 3 0 12 6 1 10 3 1 6 2 1 7 3 1 11 6 3 0 1 0 2 10 13 3 2 2 8 21 47 0 3 1 1 11 10 2 1 5 4 13 17 1 1 2 9 7 7 3 3 0 7 11 8 1 4 0 3 7 5 1 9 1 3 6 4 0 0 0 1 0 1 0 0 0 1 0 0 1 3 2 0 0 2 0 3 0 0 0 1 2 1 0 0 0 0 2 1 0 1 0 1 11 6 5 2 4 0 13 7 4 1 1 1 1 1 0 0 0 1 1 0 0 0 0 3 1 5 10 1 0 5 0 2 4 1 4 5 3 2 0 0 1 0 2 0 2 0 0 0 10 17 4 0 3 1 5 7 4 3 5 4 0 0 0 3 0 1 0 2 0 4 2 4 1 3 0 0 2 1 1 1 3 2 0 2 2 1 0 7 0 3 6 0 1 8 4 1 13 7 1 10 4 3 9 8 6 4 6 9 0 1 0 3 4 6 4 0 6 6 4 15 5 7 4 2 7 8 2 6 9 3 15 24 6 1 1 3 4 3 3 4 4 7 5 5 14 8 6 6 9 5 7 6 8 6 17 4]
see 674



*** STATISTICS ***

  Number of iterations = 127
  Converge criterion   = 0.0000009936
  Seed random values   = 674

  X-squared            = 395.7579 (0.0049)
  L-squared            = 396.6555 (0.0045)
  Cressie-Read         = 377.3506 (0.0262)
  Dissimilarity index  = 0.1991
  Degrees of freedom   = 326
  Log-likelihood       = -6219.74765
  Number of parameters = 57 (+1)
  Sample size          = 1156.0
  BIC(L-squared)       = -1902.5316
  AIC(L-squared)       = -255.3445
  BIC(log-likelihood)  = 12841.5004
  AIC(log-likelihood)  = 12553.4953

  Eigenvalues information matrix
    5349.3763  2985.9905  2068.3878  1889.0799  1771.0824  1395.4295
    1286.9611  1215.6332  1080.1231  1051.4499  1042.5431  1028.5296
    1013.9696   952.4322   704.2233   670.4792   629.9259   602.2039
     579.2149   540.8083   532.0260   492.1425   454.6277   432.2182
     366.7714   333.1069   314.6147   310.3181   273.9669   245.0542
     221.8150   189.6496   182.6080   169.5874   141.7605   131.7746
     118.8061    93.1344    83.8292    78.0617    64.6977    52.3287
      43.8125    40.2410    31.5073    26.8779    19.2301    15.8030
      11.4001     6.2066     3.9092     0.0001     0.0001     0.0001
       0.0001    -0.0001    -0.0001

WARNING: 6 (nearly) boundary or non-identified (log-linear) parameters



*** FREQUENCIES ***

  A B C D E S T G     observed  estimated  std. res.
  2 2 2 2 1 1 2 3       3.000      3.709     -0.368
  2 2 2 2 1 2 1 1       3.000      3.724     -0.375
  2 2 2 2 1 2 1 2       4.000      2.440      0.999
  2 2 2 2 1 2 1 3       4.000      1.302      2.365
  2 2 2 2 1 2 2 1       7.000      6.863      0.052
  2 2 2 2 1 2 2 2       5.000      6.201     -0.482
  2 2 2 2 1 2 2 3       5.000      6.001     -0.409
  2 2 2 2 2 1 1 1      14.000     12.200      0.515
  2 2 2 2 2 1 1 2       8.000      9.778     -0.569
  2 2 2 2 2 1 1 3       6.000      4.065      0.960
  2 2 2 2 2 1 2 1       6.000      5.153      0.373
  2 2 2 2 2 1 2 2       9.000      5.955      1.248
  2 2 2 2 2 1 2 3       5.000      4.121      0.433
  2 2 2 2 2 2 1 1       7.000      8.831     -0.616
  2 2 2 2 2 2 1 2       6.000      7.749     -0.628
  2 2 2 2 2 2 1 3       8.000      5.257      1.196
  2 2 2 2 2 2 2 1       6.000      5.500      0.213
  2 2 2 2 2 2 2 2      17.000      7.702      3.351
  2 2 2 2 2 2 2 3       4.000      6.967     -1.124



*** PSEUDO R-SQUARED MEASURES ***

* P(A|Y) *
                         baseline   fitted   R-squared
  entropy                 0.6900    0.6262    0.0924
  qualitative variance    0.2484    0.2175    0.1245
  classification error    0.4602    0.3259    0.2919
  -2/N*log-likelihood     1.3800    1.2524    0.0924/0.1131
  likelihood^(-2/N)       3.9747    3.4988    0.1197/0.1600

* P(B|Y) *
                         baseline   fitted   R-squared
  entropy                 0.5725    0.4287    0.2512
  qualitative variance    0.1922    0.1425    0.2584
  classification error    0.2595    0.2595    0.0000
  -2/N*log-likelihood     1.1451    0.8574    0.2512/0.2234
  likelihood^(-2/N)       3.1428    2.3571    0.2500/0.3666

* P(E|Y) *
                         baseline   fitted   R-squared
  entropy                 0.6644    0.5242    0.2109
  qualitative variance    0.2357    0.1743    0.2607
  classification error    0.3806    0.2570    0.3247
  -2/N*log-likelihood     1.3287    1.0485    0.2109/0.2189
  likelihood^(-2/N)       3.7763    2.8533    0.2444/0.3325

* P(C|Z) *
                         baseline   fitted   R-squared
  entropy                 0.6518    0.5574    0.1449
  qualitative variance    0.2296    0.1890    0.1769
  classification error    0.3573    0.3125    0.1252
  -2/N*log-likelihood     1.3037    1.1147    0.1449/0.1589
  likelihood^(-2/N)       3.6827    3.0487    0.1722/0.2364

* P(D|Z) *
                         baseline   fitted   R-squared
  entropy                 0.6801    0.4344    0.3613
  qualitative variance    0.2435    0.1335    0.4519
  classification error    0.4196    0.1622    0.6133
  -2/N*log-likelihood     1.3603    0.8688    0.3613/0.3295
  likelihood^(-2/N)       3.8973    2.3840    0.3883/0.5223



*** LOG-LINEAR PARAMETERS ***

* TABLE YZSTG [or P(YZSTG)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  Y 
   1             4.1502   0.3368   12.321     63.4465 
   2            -4.1502                        0.0158   151.81   1 0.000
  Z 
   1             3.3566   0.3711    9.045     28.6923 
   2            -3.3566                        0.0349    81.81   1 0.000
  S 
   1            -2.7244   0.3647   -7.470      0.0656 
   2             2.7244                       15.2474    55.80   1 0.000
  T 
   1            -5.4077   0.1442  -37.501      0.0045 
   2             5.4077                      223.1265  1406.30   1 0.000
  G 
   1            -3.0096   0.3800   -7.919      0.0493 
   2             4.3964   0.4132   10.641     81.1585 
   3            -1.3868                        0.2499   271.21   2 0.000
  YZ 
   1 1          -1.2560   0.3410   -3.683      0.2848 
   1 2           1.2560                        3.5114 
   2 1           1.2560                        3.5114 
   2 2          -1.2560                        0.2848    13.56   1 0.000
  YS 
   1 1           4.2544   0.3729   11.410     70.4138 
   1 2          -4.2544                        0.0142 
   2 1          -4.2544                        0.0142 
   2 2           4.2544                       70.4138   130.20   1 0.000
  ZS 
   1 1           3.1757   0.3462    9.172     23.9432 
   1 2          -3.1757                        0.0418 
   2 1          -3.1757                        0.0418 
   2 2           3.1757                       23.9432    84.13   1 0.000
  YT 
   1 1           4.2750   0.1540   27.768     71.8775 
   1 2          -4.2750                        0.0139 
   2 1          -4.2750                        0.0139 
   2 2           4.2750                       71.8775   771.06   1 0.000
  ZT 
   1 1           3.7877   0.1973   19.202     44.1539 
   1 2          -3.7877                        0.0226 
   2 1          -3.7877                        0.0226 
   2 2           3.7877                       44.1539   368.72   1 0.000
  ST 
   1 1          -2.9899   0.1629  -18.349      0.0503 
   1 2           2.9899                       19.8840 
   2 1           2.9899                       19.8840 
   2 2          -2.9899                        0.0503   336.70   1 0.000
  YG 
   1 1          -0.7779   0.4095   -1.900      0.4594 
   1 2          -2.3896   0.3694   -6.468      0.0917 
   1 3           3.1675                       23.7480 
   2 1           0.7779                        2.1768 
   2 2           2.3896                       10.9095 
   2 3          -3.1675                        0.0421    43.48   2 0.000
  ZG 
   1 1           6.0447   0.2963   20.403    421.8912 
   1 2          -4.6137   0.3649  -12.645      0.0099 
   1 3          -1.4310                        0.2391 
   2 1          -6.0447                        0.0024 
   2 2           4.6137                      100.8587 
   2 3           1.4310                        4.1830   791.74   2 0.000
  SG 
   1 1          -1.1966   0.4704   -2.544      0.3022 
   1 2           1.0346   0.3212    3.221      2.8140 
   1 3           0.1620                        1.1759 
   2 1           1.1966                        3.3089 
   2 2          -1.0346                        0.3554 
   2 3          -0.1620                        0.8504    16.25   2 0.000
  TG 
   1 1          -3.0396   0.2239  -13.575      0.0479 
   1 2           3.6148   0.1624   22.263     37.1454 
   1 3          -0.5752                        0.5626 
   2 1           3.0396                       20.8969 
   2 2          -3.6148                        0.0269 
   2 3           0.5752                        1.7776   509.90   2 0.000
  YZS 
   1 1 1        -4.7488   0.3135  -15.149      0.0087 
   1 1 2         4.7488                      115.4471 
   1 2 1         4.7488                      115.4471 
   1 2 2        -4.7488                        0.0087 
   2 1 1         4.7488                      115.4471 
   2 1 2        -4.7488                        0.0087 
   2 2 1        -4.7488                        0.0087 
   2 2 2         4.7488                      115.4471   229.48   1 0.000
  YZT 
   1 1 1        -2.0685   0.2250   -9.195      0.1264 
   1 1 2         2.0685                        7.9133 
   1 2 1         2.0685                        7.9133 
   1 2 2        -2.0685                        0.1264 
   2 1 1         2.0685                        7.9133 
   2 1 2        -2.0685                        0.1264 
   2 2 1        -2.0685                        0.1264 
   2 2 2         2.0685                        7.9133    84.54   1 0.000
  YST 
   1 1 1         4.7584   0.1392   34.186    116.5641 
   1 1 2        -4.7584                        0.0086 
   1 2 1        -4.7584                        0.0086 
   1 2 2         4.7584                      116.5641 
   2 1 1        -4.7584                        0.0086 
   2 1 2         4.7584                      116.5641 
   2 2 1         4.7584                      116.5641 
   2 2 2        -4.7584                        0.0086  1168.66   1 0.000
  ZST 
   1 1 1         2.5624   0.1783   14.372     12.9668 
   1 1 2        -2.5624                        0.0771 
   1 2 1        -2.5624                        0.0771 
   1 2 2         2.5624                       12.9668 
   2 1 1        -2.5624                        0.0771 
   2 1 2         2.5624                       12.9668 
   2 2 1         2.5624                       12.9668 
   2 2 2        -2.5624                        0.0771   206.56   1 0.000
  YZG 
   1 1 1        -2.1430   0.3643   -5.883      0.1173 
   1 1 2         3.0025   0.4778    6.284     20.1364 
   1 1 3        -0.8596                        0.4233 
   1 2 1         2.1430                        8.5247 
   1 2 2        -3.0025                        0.0497 
   1 2 3         0.8596                        2.3621 
   2 1 1         2.1430                        8.5247 
   2 1 2        -3.0025                        0.0497 
   2 1 3         0.8596                        2.3621 
   2 2 1        -2.1430                        0.1173 
   2 2 2         3.0025                       20.1364 
   2 2 3        -0.8596                        0.4233    93.83   2 0.000
  YSG 
   1 1 1         4.5188   0.2924   15.454     91.7239 
   1 1 2        -2.6390   0.4040   -6.532      0.0714 
   1 1 3        -1.8798                        0.1526 
   1 2 1        -4.5188                        0.0109 
   1 2 2         2.6390                       13.9988 
   1 2 3         1.8798                        6.5523 
   2 1 1        -4.5188                        0.0109 
   2 1 2         2.6390                       13.9988 
   2 1 3         1.8798                        6.5523 
   2 2 1         4.5188                       91.7239 
   2 2 2        -2.6390                        0.0714 
   2 2 3        -1.8798                        0.1526   300.09   2 0.000
  ZSG 
   1 1 1         0.6561   0.3347    1.960      1.9272 
   1 1 2        -4.6925   0.3094  -15.168      0.0092 
   1 1 3         4.0364                       56.6218 
   1 2 1        -0.6561                        0.5189 
   1 2 2         4.6925                      109.1227 
   1 2 3        -4.0364                        0.0177 
   2 1 1        -0.6561                        0.5189 
   2 1 2         4.6925                      109.1227 
   2 1 3        -4.0364                        0.0177 
   2 2 1         0.6561                        1.9272 
   2 2 2        -4.6925                        0.0092 
   2 2 3         4.0364                       56.6218   272.69   2 0.000
  YTG 
   1 1 1         0.1577   0.2366    0.666      1.1708 
   1 1 2        -2.1162   0.2459   -8.605      0.1205 
   1 1 3         1.9585                        7.0890 
   1 2 1        -0.1577                        0.8541 
   1 2 2         2.1162                        8.2999 
   1 2 3        -1.9585                        0.1411 
   2 1 1        -0.1577                        0.8541 
   2 1 2         2.1162                        8.2999 
   2 1 3        -1.9585                        0.1411 
   2 2 1         0.1577                        1.1708 
   2 2 2        -2.1162                        0.1205 
   2 2 3         1.9585                        7.0890   121.15   2 0.000
  ZTG 
   1 1 1         4.7441   0.2714   17.482    114.9072 
   1 1 2        -5.0328   0.2246  -22.409      0.0065 
   1 1 3         0.2887                        1.3347 
   1 2 1        -4.7441                        0.0087 
   1 2 2         5.0328                      153.3627 
   1 2 3        -0.2887                        0.7493 
   2 1 1        -4.7441                        0.0087 
   2 1 2         5.0328                      153.3627 
   2 1 3        -0.2887                        0.7493 
   2 2 1         4.7441                      114.9072 
   2 2 2        -5.0328                        0.0065 
   2 2 3         0.2887                        1.3347   519.93   2 0.000
  STG 
   1 1 1        -0.7779   0.2569   -3.029      0.4594 
   1 1 2         1.6498   0.2967    5.561      5.2059 
   1 1 3        -0.8719                        0.4182 
   1 2 1         0.7779                        2.1769 
   1 2 2        -1.6498                        0.1921 
   1 2 3         0.8719                        2.3914 
   2 1 1         0.7779                        2.1769 
   2 1 2        -1.6498                        0.1921 
   2 1 3         0.8719                        2.3914 
   2 2 1        -0.7779                        0.4594 
   2 2 2         1.6498                        5.2059 
   2 2 3        -0.8719                        0.4182    34.11   2 0.000
  YZST 
   1 1 1 1      -4.2113   ******    *****      0.0148 
   1 1 1 2       4.2113                       67.4435 
   1 1 2 1       4.2113                       67.4435 
   1 1 2 2      -4.2113                        0.0148 
   1 2 1 1       4.2113                       67.4435 
   1 2 1 2      -4.2113                        0.0148 
   1 2 2 1      -4.2113                        0.0148 
   1 2 2 2       4.2113                       67.4435 
   2 1 1 1       4.2113                       67.4435 
   2 1 1 2      -4.2113                        0.0148 
   2 1 2 1      -4.2113                        0.0148 
   2 1 2 2       4.2113                       67.4435 
   2 2 1 1      -4.2113                        0.0148 
   2 2 1 2       4.2113                       67.4435 
   2 2 2 1       4.2113                       67.4435 
   2 2 2 2      -4.2113                        0.0148     0.00   1 1.000
  YZSG 
   1 1 1 1      -3.7781   0.5377   -7.027      0.0229 
   1 1 1 2       6.4915   ******    *****    659.5150 
   1 1 1 3      -2.7134                        0.0663 
   1 1 2 1       3.7781                       43.7343 
   1 1 2 2      -6.4915                        0.0015 
   1 1 2 3       2.7134                       15.0800 
   1 2 1 1       3.7781                       43.7343 
   1 2 1 2      -6.4915                        0.0015 
   1 2 1 3       2.7134                       15.0800 
   1 2 2 1      -3.7781                        0.0229 
   1 2 2 2       6.4915                      659.5150 
   1 2 2 3      -2.7134                        0.0663 
   2 1 1 1       3.7781                       43.7343 
   2 1 1 2      -6.4915                        0.0015 
   2 1 1 3       2.7134                       15.0800 
   2 1 2 1      -3.7781                        0.0229 
   2 1 2 2       6.4915                      659.5150 
   2 1 2 3      -2.7134                        0.0663 
   2 2 1 1      -3.7781                        0.0229 
   2 2 1 2       6.4915                      659.5150 
   2 2 1 3      -2.7134                        0.0663 
   2 2 2 1       3.7781                       43.7343 
   2 2 2 2      -6.4915                        0.0015 
   2 2 2 3       2.7134                       15.0800    49.37   2 0.000
  YZTG 
   1 1 1 1      -1.5155   ******    *****      0.2197 
   1 1 1 2       3.3342   ******    *****     28.0551 
   1 1 1 3      -1.8187                        0.1622 
   1 1 2 1       1.5155                        4.5517 
   1 1 2 2      -3.3342                        0.0356 
   1 1 2 3       1.8187                        6.1636 
   1 2 1 1       1.5155                        4.5517 
   1 2 1 2      -3.3342                        0.0356 
   1 2 1 3       1.8187                        6.1636 
   1 2 2 1      -1.5155                        0.2197 
   1 2 2 2       3.3342                       28.0551 
   1 2 2 3      -1.8187                        0.1622 
   2 1 1 1       1.5155                        4.5517 
   2 1 1 2      -3.3342                        0.0356 
   2 1 1 3       1.8187                        6.1636 
   2 1 2 1      -1.5155                        0.2197 
   2 1 2 2       3.3342                       28.0551 
   2 1 2 3      -1.8187                        0.1622 
   2 2 1 1      -1.5155                        0.2197 
   2 2 1 2       3.3342                       28.0551 
   2 2 1 3      -1.8187                        0.1622 
   2 2 2 1       1.5155                        4.5517 
   2 2 2 2      -3.3342                        0.0356 
   2 2 2 3       1.8187                        6.1636     0.00   2 1.000
  YSTG 
   1 1 1 1       3.8956   0.1697   22.955     49.1845 
   1 1 1 2      -3.0966   0.2830  -10.940      0.0452 
   1 1 1 3      -0.7989                        0.4498 
   1 1 2 1      -3.8956                        0.0203 
   1 1 2 2       3.0966                       22.1232 
   1 1 2 3       0.7989                        2.2232 
   1 2 1 1      -3.8956                        0.0203 
   1 2 1 2       3.0966                       22.1232 
   1 2 1 3       0.7989                        2.2232 
   1 2 2 1       3.8956                       49.1845 
   1 2 2 2      -3.0966                        0.0452 
   1 2 2 3      -0.7989                        0.4498 
   2 1 1 1      -3.8956                        0.0203 
   2 1 1 2       3.0966                       22.1232 
   2 1 1 3       0.7989                        2.2232 
   2 1 2 1       3.8956                       49.1845 
   2 1 2 2      -3.0966                        0.0452 
   2 1 2 3      -0.7989                        0.4498 
   2 2 1 1       3.8956                       49.1845 
   2 2 1 2      -3.0966                        0.0452 
   2 2 1 3      -0.7989                        0.4498 
   2 2 2 1      -3.8956                        0.0203 
   2 2 2 2       3.0966                       22.1232 
   2 2 2 3       0.7989                        2.2232   539.58   2 0.000
  ZSTG 
   1 1 1 1       1.0855   0.2729    3.978      2.9610 
   1 1 1 2      -4.2493   0.2292  -18.541      0.0143 
   1 1 1 3       3.1638                       23.6596 
   1 1 2 1      -1.0855                        0.3377 
   1 1 2 2       4.2493                       70.0571 
   1 1 2 3      -3.1638                        0.0423 
   1 2 1 1      -1.0855                        0.3377 
   1 2 1 2       4.2493                       70.0571 
   1 2 1 3      -3.1638                        0.0423 
   1 2 2 1       1.0855                        2.9610 
   1 2 2 2      -4.2493                        0.0143 
   1 2 2 3       3.1638                       23.6596 
   2 1 1 1      -1.0855                        0.3377 
   2 1 1 2       4.2493                       70.0571 
   2 1 1 3      -3.1638                        0.0423 
   2 1 2 1       1.0855                        2.9610 
   2 1 2 2      -4.2493                        0.0143 
   2 1 2 3       3.1638                       23.6596 
   2 2 1 1       1.0855                        2.9610 
   2 2 1 2      -4.2493                        0.0143 
   2 2 1 3       3.1638                       23.6596 
   2 2 2 1      -1.0855                        0.3377 
   2 2 2 2       4.2493                       70.0571 
   2 2 2 3      -3.1638                        0.0423   442.14   2 0.000
  YZSTG 
   1 1 1 1 1    -4.2413   ******    *****      0.0144 
   1 1 1 1 2     5.5709   ******    *****    262.6724 
   1 1 1 1 3    -1.3296                        0.2646 
   1 1 1 2 1     4.2413                       69.4962 
   1 1 1 2 2    -5.5709                        0.0038 
   1 1 1 2 3     1.3296                        3.7797 
   1 1 2 1 1     4.2413                       69.4962 
   1 1 2 1 2    -5.5709                        0.0038 
   1 1 2 1 3     1.3296                        3.7797 
   1 1 2 2 1    -4.2413                        0.0144 
   1 1 2 2 2     5.5709                      262.6724 
   1 1 2 2 3    -1.3296                        0.2646 
   1 2 1 1 1     4.2413                       69.4962 
   1 2 1 1 2    -5.5709                        0.0038 
   1 2 1 1 3     1.3296                        3.7797 
   1 2 1 2 1    -4.2413                        0.0144 
   1 2 1 2 2     5.5709                      262.6724 
   1 2 1 2 3    -1.3296                        0.2646 
   1 2 2 1 1    -4.2413                        0.0144 
   1 2 2 1 2     5.5709                      262.6724 
   1 2 2 1 3    -1.3296                        0.2646 
   1 2 2 2 1     4.2413                       69.4962 
   1 2 2 2 2    -5.5709                        0.0038 
   1 2 2 2 3     1.3296                        3.7797 
   2 1 1 1 1     4.2413                       69.4962 
   2 1 1 1 2    -5.5709                        0.0038 
   2 1 1 1 3     1.3296                        3.7797 
   2 1 1 2 1    -4.2413                        0.0144 
   2 1 1 2 2     5.5709                      262.6724 
   2 1 1 2 3    -1.3296                        0.2646 
   2 1 2 1 1    -4.2413                        0.0144 
   2 1 2 1 2     5.5709                      262.6724 
   2 1 2 1 3    -1.3296                        0.2646 
   2 1 2 2 1     4.2413                       69.4962 
   2 1 2 2 2    -5.5709                        0.0038 
   2 1 2 2 3     1.3296                        3.7797 
   2 2 1 1 1    -4.2413                        0.0144 
   2 2 1 1 2     5.5709                      262.6724 
   2 2 1 1 3    -1.3296                        0.2646 
   2 2 1 2 1     4.2413                       69.4962 
   2 2 1 2 2    -5.5709                        0.0038 
   2 2 1 2 3     1.3296                        3.7797 
   2 2 2 1 1     4.2413                       69.4962 
   2 2 2 1 2    -5.5709                        0.0038 
   2 2 2 1 3     1.3296                        3.7797 
   2 2 2 2 1    -4.2413                        0.0144 
   2 2 2 2 2     5.5709                      262.6724 
   2 2 2 2 3    -1.3296                        0.2646     0.00   2 1.000

* TABLE YA [or P(A|Y)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  A 
   1            -0.1073   0.0406   -2.642      0.8982 
   2             0.1073                        1.1133     6.98   1 0.008
  YA 
   1 1          -0.3718   0.0424   -8.772      0.6895 
   1 2           0.3718                        1.4503 
   2 1           0.3718                        1.4503 
   2 2          -0.3718                        0.6895    76.95   1 0.000

* TABLE YB [or P(B|Y)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  B 
   1            -0.7703   0.1019   -7.557      0.4629 
   2             0.7703                        2.1605    57.11   1 0.000
  YB 
   1 1           0.7531   0.0935    8.058      2.1235 
   1 2          -0.7531                        0.4709 
   2 1          -0.7531                        0.4709 
   2 2           0.7531                        2.1235    64.93   1 0.000

* TABLE YE [or P(E|Y)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  E 
   1            -0.3706   0.0629   -5.890      0.6903 
   2             0.3706                        1.4486    34.69   1 0.000
  YE 
   1 1          -0.6130   0.0577  -10.624      0.5417 
   1 2           0.6130                        1.8459 
   2 1           0.6130                        1.8459 
   2 2          -0.6130                        0.5417   112.88   1 0.000

* TABLE ZC [or P(C|Z)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  C 
   1            -0.4208   0.0614   -6.850      0.6565 
   2             0.4208                        1.5232    46.92   1 0.000
  ZC 
   1 1           0.5029   0.0604    8.323      1.6535 
   1 2          -0.5029                        0.6048 
   2 1          -0.5029                        0.6048 
   2 2           0.5029                        1.6535    69.28   1 0.000

* TABLE ZD [or P(D|Z)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  D 
   1            -0.1833   0.1018   -1.802      0.8325 
   2             0.1833                        1.2012     3.25   1 0.072
  ZD 
   1 1          -0.8265   0.0948   -8.716      0.4376 
   1 2           0.8265                        2.2852 
   2 1           0.8265                        2.2852 
   2 2          -0.8265                        0.4376    75.97   1 0.000



*** (CONDITIONAL) PROBABILITIES ***

* P(YZSTG) *

  1 1 1 1 1      0.0763  (0.0101)
  1 1 1 1 2      0.0533  (0.0088)
  1 1 1 1 3      0.0168  (0.0054)
  1 1 1 2 1      0.0100  (0.0056)
  1 1 1 2 2      0.0249  (0.0066)
  1 1 1 2 3      0.0040  (0.0049)
  1 1 2 1 1      0.0473  (0.0078)
  1 1 2 1 2      0.0398  (0.0080)
  1 1 2 1 3      0.0230  (0.0059)
  1 1 2 2 1      0.0086  (0.0050)
  1 1 2 2 2      0.0182  (0.0080)
  1 1 2 2 3      0.0168  (0.0056)
  1 2 1 1 1      0.0042  (0.0042)
  1 2 1 1 2      0.0236  (0.0076)
  1 2 1 1 3      0.0192  (0.0053)
  1 2 1 2 1      0.0010  (0.0020)
  1 2 1 2 2      0.0032  (0.0065)
  1 2 1 2 3      0.0202  (0.0067)
  1 2 2 1 1      0.0000  (0.0000) *
  1 2 2 1 2      0.0117  (0.0051)
  1 2 2 1 3      0.0202  (0.0070)
  1 2 2 2 1      0.0013  (0.0026)
  1 2 2 2 2      0.0215  (0.0082)
  1 2 2 2 3      0.0150  (0.0075)
  2 1 1 1 1      0.0060  (0.0053)
  2 1 1 1 2      0.0000  (0.0000) *
  2 1 1 1 3      0.0029  (0.0022)
  2 1 1 2 1      0.0528  (0.0097)
  2 1 1 2 2      0.0108  (0.0065)
  2 1 1 2 3      0.0146  (0.0067)
  2 1 2 1 1      0.0224  (0.0066)
  2 1 2 1 2      0.0132  (0.0057)
  2 1 2 1 3      0.0000  (0.0000) *
  2 1 2 2 1      0.0543  (0.0092)
  2 1 2 2 2      0.0302  (0.0089)
  2 1 2 2 3      0.0000  (0.0000)
  2 2 1 1 1      0.0000  (0.0000) *
  2 2 1 1 2      0.0027  (0.0029)
  2 2 1 1 3      0.0000  (0.0000) *
  2 2 1 2 1      0.0080  (0.0061)
  2 2 1 2 2      0.0442  (0.0096)
  2 2 1 2 3      0.0408  (0.0087)
  2 2 2 1 1      0.0090  (0.0039)
  2 2 2 1 2      0.0027  (0.0032)
  2 2 2 1 3      0.0131  (0.0056)
  2 2 2 2 1      0.0231  (0.0071)
  2 2 2 2 2      0.0529  (0.0102)
  2 2 2 2 3      0.1162  (0.0113)

* P(A|Y) *

  1 | 1          0.2772  (0.0242)
  2 | 1          0.7228  (0.0242)
  1 | 2          0.6292  (0.0266)
  2 | 2          0.3708  (0.0266)

* P(B|Y) *

  1 | 1          0.4914  (0.0307)
  2 | 1          0.5086  (0.0307)
  1 | 2          0.0454  (0.0161)
  2 | 2          0.9546  (0.0161)

* P(E|Y) *

  1 | 1          0.1227  (0.0219)
  2 | 1          0.8773  (0.0219)
  1 | 2          0.6189  (0.0308)
  2 | 2          0.3811  (0.0308)

* P(C|Z) *

  1 | 1          0.5410  (0.0283)
  2 | 1          0.4590  (0.0283)
  1 | 2          0.1362  (0.0254)
  2 | 2          0.8638  (0.0254)

* P(D|Z) *

  1 | 1          0.1172  (0.0324)
  2 | 1          0.8828  (0.0324)
  1 | 2          0.7835  (0.0404)
  2 | 2          0.2165  (0.0404)



*** LATENT CLASS OUTPUT ***

          Y  1    Y  1    Y  2    Y  2
          Z  1    Z  2    Z  1    Z  2
         0.3391  0.1411  0.2072  0.3127
  A  1   0.2772  0.2772  0.6292  0.6292
  A  2   0.7228  0.7228  0.3708  0.3708
  B  1   0.4914  0.4914  0.0454  0.0454
  B  2   0.5086  0.5086  0.9546  0.9546
  C  1   0.5410  0.1362  0.5410  0.1362
  C  2   0.4590  0.8638  0.4590  0.8638
  D  1   0.1172  0.7835  0.1172  0.7835
  D  2   0.8828  0.2165  0.8828  0.2165
  E  1   0.1227  0.1227  0.6189  0.6189
  E  2   0.8773  0.8773  0.3811  0.3811
  S  1   0.5467  0.5058  0.4201  0.3060
  S  2   0.4533  0.4942  0.5799  0.6940
  T  1   0.7567  0.5589  0.2149  0.0879
  T  2   0.2433  0.4411  0.7851  0.9121
  G  1   0.4197  0.0459  0.6541  0.1284
  G  2   0.4018  0.4254  0.2616  0.3277
  G  3   0.1785  0.5287  0.0843  0.5439

E = 0.2082, lambda = 0.6850
