LEM: log-linear and event history analysis with missing data.
Developed by Jeroen Vermunt (c), Tilburg University, The Netherlands.
Version 1.0 (September 18, 1997).


*** INPUT ***

  lat 2
man 8
dim 2 2 2 2 2 2 2 2 2 3
lab Y Z A B C D E S T G
mod SG T|SG {SG ST GT} YZ|SGT {SGTYZ} A|Y B|Y E|Y C|Z D|Z
ite 10000
dat [0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 4 0 0 1 0 1 1 0 0 2 1 0 6 3 1 3 1 1 4 4 1 1 1 0 0 0 1 0 2 1 0 0 0 0 0 0 2 3 0 0 2 2 0 3 2 0 4 1 0 1 1 0 1 1 2 1 0 0 0 0 4 7 4 0 4 2 4 2 0 0 3 2 0 1 0 8 1 2 1 0 0 5 3 7 0 1 0 3 5 3 0 0 1 1 2 2 2 0 1 9 4 2 8 3 0 12 6 1 10 3 1 6 2 1 7 3 1 11 6 3 0 1 0 2 10 13 3 2 2 8 21 47 0 3 1 1 11 10 2 1 5 4 13 17 1 1 2 9 7 7 3 3 0 7 11 8 1 4 0 3 7 5 1 9 1 3 6 4 0 0 0 1 0 1 0 0 0 1 0 0 1 3 2 0 0 2 0 3 0 0 0 1 2 1 0 0 0 0 2 1 0 1 0 1 11 6 5 2 4 0 13 7 4 1 1 1 1 1 0 0 0 1 1 0 0 0 0 3 1 5 10 1 0 5 0 2 4 1 4 5 3 2 0 0 1 0 2 0 2 0 0 0 10 17 4 0 3 1 5 7 4 3 5 4 0 0 0 3 0 1 0 2 0 4 2 4 1 3 0 0 2 1 1 1 3 2 0 2 2 1 0 7 0 3 6 0 1 8 4 1 13 7 1 10 4 3 9 8 6 4 6 9 0 1 0 3 4 6 4 0 6 6 4 15 5 7 4 2 7 8 2 6 9 3 15 24 6 1 1 3 4 3 3 4 4 7 5 5 14 8 6 6 9 5 7 6 8 6 17 4]
see 946



*** STATISTICS ***

  Number of iterations = 127
  Converge criterion   = 0.0000009749
  Seed random values   = 946

  X-squared            = 396.6429 (0.0056)
  L-squared            = 397.9029 (0.0049)
  Cressie-Read         = 378.1588 (0.0292)
  Dissimilarity index  = 0.1992
  Degrees of freedom   = 328
  Log-likelihood       = -6220.37133
  Number of parameters = 55 (+1)
  Sample size          = 1156.0
  BIC(L-squared)       = -1915.3897
  AIC(L-squared)       = -258.0971
  BIC(log-likelihood)  = 12828.6423
  AIC(log-likelihood)  = 12550.7427

  Eigenvalues information matrix
    1367.8064  1281.2785  1171.5171  1169.9167  1153.0897  1103.6571
    1041.1323  1030.3172   956.4620   942.5271   869.3792   866.9755
     734.7839   683.2786   642.6619   616.3209   569.1607   557.5895
     482.9129   429.1757   409.4446   381.9021   370.9609   366.6582
     345.7756   328.9366   305.7474   270.7065   262.0670   238.1354
     216.4024   197.4562   176.0347   149.4114   143.3017   108.5779
     102.4926    94.4719    82.9478    64.4535    56.6209    45.7318
      36.9353    33.7942    25.3656    19.3773    13.8362     7.5730
       4.7160     0.0002     0.0001     0.0001     0.0000    -0.0003
      -0.0003

WARNING: 6 (nearly) boundary or non-identified (log-linear) parameters



*** FREQUENCIES ***

  A B C D E S T G     observed  estimated  std. res.
  2 2 2 2 1 1 2 2       4.000      3.924      0.039
  2 2 2 2 1 1 2 3       3.000      3.615     -0.324
  2 2 2 2 1 2 1 1       3.000      3.641     -0.336
  2 2 2 2 1 2 1 2       4.000      2.576      0.887
  2 2 2 2 1 2 1 3       4.000      1.255      2.450
  2 2 2 2 1 2 2 1       7.000      7.001     -0.001
  2 2 2 2 1 2 2 2       5.000      6.011     -0.412
  2 2 2 2 1 2 2 3       5.000      6.083     -0.439
  2 2 2 2 2 1 1 1      14.000     12.448      0.440
  2 2 2 2 2 1 1 2       8.000      9.315     -0.431
  2 2 2 2 2 1 1 3       6.000      4.275      0.834
  2 2 2 2 2 1 2 1       6.000      5.027      0.434
  2 2 2 2 2 1 2 2       9.000      6.226      1.112
  2 2 2 2 2 1 2 3       5.000      4.017      0.491
  2 2 2 2 2 2 1 1       7.000      8.633     -0.556
  2 2 2 2 2 2 1 2       6.000      8.182     -0.763
  2 2 2 2 2 2 1 3       8.000      5.069      1.302
  2 2 2 2 2 2 2 1       6.000      5.611      0.164
  2 2 2 2 2 2 2 2      17.000      7.465      3.490
  2 2 2 2 2 2 2 3       4.000      7.062     -1.152



*** PSEUDO R-SQUARED MEASURES ***

* P(T|SG) *
                         baseline   fitted   R-squared
  entropy                 0.6759    0.6561    0.0293
  qualitative variance    0.2414    0.2320    0.0390
  classification error    0.4074    0.3892    0.0447
  -2/N*log-likelihood     1.3518    1.3122    0.0293/0.0381
  likelihood^(-2/N)       3.8645    3.7144    0.0388/0.0524

* P(YZ|STG) *
                         baseline   fitted   R-squared
  entropy                 1.3327    0.9163    0.3124
  qualitative variance    0.3622    0.2570    0.2905
  classification error    0.6609    0.3799    0.4252
  -2/N*log-likelihood     2.6653    1.8326    0.3124/0.4544
  likelihood^(-2/N)      14.3728    6.2501    0.5651/0.6074

* P(A|Y) *
                         baseline   fitted   R-squared
  entropy                 0.6900    0.6262    0.0924
  qualitative variance    0.2484    0.2175    0.1245
  classification error    0.4602    0.3259    0.2919
  -2/N*log-likelihood     1.3800    1.2524    0.0924/0.1131
  likelihood^(-2/N)       3.9747    3.4988    0.1197/0.1600

* P(B|Y) *
                         baseline   fitted   R-squared
  entropy                 0.5725    0.4287    0.2512
  qualitative variance    0.1922    0.1425    0.2584
  classification error    0.2595    0.2595    0.0000
  -2/N*log-likelihood     1.1451    0.8574    0.2512/0.2234
  likelihood^(-2/N)       3.1428    2.3571    0.2500/0.3666

* P(E|Y) *
                         baseline   fitted   R-squared
  entropy                 0.6644    0.5242    0.2109
  qualitative variance    0.2357    0.1743    0.2607
  classification error    0.3806    0.2570    0.3247
  -2/N*log-likelihood     1.3287    1.0485    0.2109/0.2189
  likelihood^(-2/N)       3.7763    2.8533    0.2444/0.3325

* P(C|Z) *
                         baseline   fitted   R-squared
  entropy                 0.6518    0.5574    0.1449
  qualitative variance    0.2296    0.1890    0.1769
  classification error    0.3573    0.3125    0.1252
  -2/N*log-likelihood     1.3037    1.1147    0.1449/0.1589
  likelihood^(-2/N)       3.6827    3.0487    0.1722/0.2364

* P(D|Z) *
                         baseline   fitted   R-squared
  entropy                 0.6801    0.4344    0.3613
  qualitative variance    0.2435    0.1335    0.4519
  classification error    0.4196    0.1622    0.6133
  -2/N*log-likelihood     1.3603    0.8688    0.3613/0.3295
  likelihood^(-2/N)       3.8973    2.3840    0.3883/0.5223



*** LOG-LINEAR PARAMETERS ***

* TABLE SG [or P(SG)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  S 
   1            -0.1248   0.0298   -4.183      0.8826 
   2             0.1248                        1.1330    17.49   1 0.000
  G 
   1            -0.0133   0.0422   -0.316      0.9868 
   2             0.0682   0.0414    1.648      1.0706 
   3            -0.0549                        0.9466     2.99   2 0.225
  SG 
   1 1           0.1008   0.0422    2.390      1.1061 
   1 2           0.0462   0.0414    1.117      1.0473 
   1 3          -0.1471                        0.8632 
   2 1          -0.1008                        0.9041 
   2 2          -0.0462                        0.9548 
   2 3           0.1471                        1.1585    12.15   2 0.002

* TABLE STG [or P(T|SG)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  T 
   1            -0.1851   0.0308   -6.005      0.8310 
   2             0.1851                        1.2033    36.06   1 0.000
  ST 
   1 1           0.0945   0.0307    3.077      1.0991 
   1 2          -0.0945                        0.9098 
   2 1          -0.0945                        0.9098 
   2 2           0.0945                        1.0991     9.47   1 0.002
  TG 
   1 1           0.2062   0.0429    4.803      1.2290 
   1 2           0.0228   0.0423    0.539      1.0231 
   1 3          -0.2290                        0.7953 
   2 1          -0.2062                        0.8137 
   2 2          -0.0228                        0.9774 
   2 3           0.2290                        1.2574    31.80   2 0.000

* TABLE YZSTG [or P(YZ|STG)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  Y 
   1             4.0704   0.3373   12.069     58.5831 
   2            -4.0704                        0.0171   145.65   1 0.000
  Z 
   1            -3.3727   0.3713   -9.082      0.0343 
   2             3.3727                       29.1567    82.49   1 0.000
  YZ 
   1 1           1.2567   0.3410    3.685      3.5138 
   1 2          -1.2567                        0.2846 
   2 1          -1.2567                        0.2846 
   2 2           1.2567                        3.5138    13.58   1 0.000
  YS 
   1 1           4.2470   0.3732   11.379     69.8946 
   1 2          -4.2470                        0.0143 
   2 1          -4.2470                        0.0143 
   2 2           4.2470                       69.8946   129.48   1 0.000
  ZS 
   1 1          -3.1194   0.3467   -8.998      0.0442 
   1 2           3.1194                       22.6322 
   2 1           3.1194                       22.6322 
   2 2          -3.1194                        0.0442    80.96   1 0.000
  YT 
   1 1           4.2183   0.1541   27.368     67.9147 
   1 2          -4.2183                        0.0147 
   2 1          -4.2183                        0.0147 
   2 2           4.2183                       67.9147   748.99   1 0.000
  ZT 
   1 1          -3.7807   0.1973  -19.161      0.0228 
   1 2           3.7807                       43.8458 
   2 1           3.7807                       43.8458 
   2 2          -3.7807                        0.0228   367.14   1 0.000
  YG 
   1 1          -0.8120   0.4098   -1.982      0.4440 
   1 2          -2.3450   0.3700   -6.338      0.0958 
   1 3           3.1571                       23.5012 
   2 1           0.8120                        2.2525 
   2 2           2.3450                       10.4335 
   2 3          -3.1571                        0.0426    42.05   2 0.000
  ZG 
   1 1          -5.9606   0.2965  -20.105      0.0026 
   1 2           4.5946   0.3653   12.577     98.9511 
   1 3           1.3660                        3.9196 
   2 1           5.9606                      387.8479 
   2 2          -4.5946                        0.0101 
   2 3          -1.3660                        0.2551   774.87   2 0.000
  YZS 
   1 1 1         4.7077   0.3142   14.981    110.7961 
   1 1 2        -4.7077                        0.0090 
   1 2 1        -4.7077                        0.0090 
   1 2 2         4.7077                      110.7961 
   2 1 1        -4.7077                        0.0090 
   2 1 2         4.7077                      110.7961 
   2 2 1         4.7077                      110.7961 
   2 2 2        -4.7077                        0.0090   224.43   1 0.000
  YZT 
   1 1 1         2.0464   0.2250    9.094      7.7396 
   1 1 2        -2.0464                        0.1292 
   1 2 1        -2.0464                        0.1292 
   1 2 2         2.0464                        7.7396 
   2 1 1        -2.0464                        0.1292 
   2 1 2         2.0464                        7.7396 
   2 2 1         2.0464                        7.7396 
   2 2 2        -2.0464                        0.1292    82.71   1 0.000
  YST 
   1 1 1         4.7281   0.1394   33.927    113.0845 
   1 1 2        -4.7281                        0.0088 
   1 2 1        -4.7281                        0.0088 
   1 2 2         4.7281                      113.0845 
   2 1 1        -4.7281                        0.0088 
   2 1 2         4.7281                      113.0845 
   2 2 1         4.7281                      113.0845 
   2 2 2        -4.7281                        0.0088  1151.06   1 0.000
  ZST 
   1 1 1        -2.5290   0.1785  -14.171      0.0797 
   1 1 2         2.5290                       12.5407 
   1 2 1         2.5290                       12.5407 
   1 2 2        -2.5290                        0.0797 
   2 1 1         2.5290                       12.5407 
   2 1 2        -2.5290                        0.0797 
   2 2 1        -2.5290                        0.0797 
   2 2 2         2.5290                       12.5407   200.81   1 0.000
  YZG 
   1 1 1         2.0284   0.3645    5.565      7.6021 
   1 1 2        -2.9683   0.4788   -6.200      0.0514 
   1 1 3         0.9399                        2.5597 
   1 2 1        -2.0284                        0.1315 
   1 2 2         2.9683                       19.4590 
   1 2 3        -0.9399                        0.3907 
   2 1 1        -2.0284                        0.1315 
   2 1 2         2.9683                       19.4590 
   2 1 3        -0.9399                        0.3907 
   2 2 1         2.0284                        7.6021 
   2 2 2        -2.9683                        0.0514 
   2 2 3         0.9399                        2.5597    87.92   2 0.000
  YSG 
   1 1 1         4.4580   0.2929   15.223     86.3178 
   1 1 2        -2.6667   0.4042   -6.597      0.0695 
   1 1 3        -1.7914                        0.1667 
   1 2 1        -4.4580                        0.0116 
   1 2 2         2.6667                       14.3921 
   1 2 3         1.7914                        5.9976 
   2 1 1        -4.4580                        0.0116 
   2 1 2         2.6667                       14.3921 
   2 1 3         1.7914                        5.9976 
   2 2 1         4.4580                       86.3178 
   2 2 2        -2.6667                        0.0695 
   2 2 3        -1.7914                        0.1667   293.96   2 0.000
  ZSG 
   1 1 1        -0.5985   0.3351   -1.786      0.5496 
   1 1 2         4.6011   0.3097   14.854     99.5911 
   1 1 3        -4.0025                        0.0183 
   1 2 1         0.5985                        1.8195 
   1 2 2        -4.6011                        0.0100 
   1 2 3         4.0025                       54.7369 
   2 1 1         0.5985                        1.8195 
   2 1 2        -4.6011                        0.0100 
   2 1 3         4.0025                       54.7369 
   2 2 1        -0.5985                        0.5496 
   2 2 2         4.6011                       99.5911 
   2 2 3        -4.0025                        0.0183   260.08   2 0.000
  YTG 
   1 1 1         0.1005   0.2370    0.424      1.1057 
   1 1 2        -2.0945   0.2464   -8.499      0.1231 
   1 1 3         1.9939                        7.3444 
   1 2 1        -0.1005                        0.9044 
   1 2 2         2.0945                        8.1210 
   1 2 3        -1.9939                        0.1362 
   2 1 1        -0.1005                        0.9044 
   2 1 2         2.0945                        8.1210 
   2 1 3        -1.9939                        0.1362 
   2 2 1         0.1005                        1.1057 
   2 2 2        -2.0945                        0.1231 
   2 2 3         1.9939                        7.3444   122.85   2 0.000
  ZTG 
   1 1 1        -4.6830   0.2715  -17.247      0.0093 
   1 1 2         4.9909   0.2250   22.184    147.0638 
   1 1 3        -0.3079                        0.7350 
   1 2 1         4.6830                      108.0920 
   1 2 2        -4.9909                        0.0068 
   1 2 3         0.3079                        1.3605 
   2 1 1         4.6830                      108.0920 
   2 1 2        -4.9909                        0.0068 
   2 1 3         0.3079                        1.3605 
   2 2 1        -4.6830                        0.0093 
   2 2 2         4.9909                      147.0638 
   2 2 3        -0.3079                        0.7350   508.81   2 0.000
  YZST 
   1 1 1 1       4.1931   ******    *****     66.2305 
   1 1 1 2      -4.1931                        0.0151 
   1 1 2 1      -4.1931                        0.0151 
   1 1 2 2       4.1931                       66.2305 
   1 2 1 1      -4.1931                        0.0151 
   1 2 1 2       4.1931                       66.2305 
   1 2 2 1       4.1931                       66.2305 
   1 2 2 2      -4.1931                        0.0151 
   2 1 1 1      -4.1931                        0.0151 
   2 1 1 2       4.1931                       66.2305 
   2 1 2 1       4.1931                       66.2305 
   2 1 2 2      -4.1931                        0.0151 
   2 2 1 1       4.1931                       66.2305 
   2 2 1 2      -4.1931                        0.0151 
   2 2 2 1      -4.1931                        0.0151 
   2 2 2 2       4.1931                       66.2305     0.00   1 1.000
  YZSG 
   1 1 1 1       3.7511   0.5382    6.970     42.5687 
   1 1 1 2      -6.4155   ******    *****      0.0016 
   1 1 1 3       2.6644                       14.3587 
   1 1 2 1      -3.7511                        0.0235 
   1 1 2 2       6.4155                      611.2301 
   1 1 2 3      -2.6644                        0.0696 
   1 2 1 1      -3.7511                        0.0235 
   1 2 1 2       6.4155                      611.2301 
   1 2 1 3      -2.6644                        0.0696 
   1 2 2 1       3.7511                       42.5687 
   1 2 2 2      -6.4155                        0.0016 
   1 2 2 3       2.6644                       14.3587 
   2 1 1 1      -3.7511                        0.0235 
   2 1 1 2       6.4155                      611.2301 
   2 1 1 3      -2.6644                        0.0696 
   2 1 2 1       3.7511                       42.5687 
   2 1 2 2      -6.4155                        0.0016 
   2 1 2 3       2.6644                       14.3587 
   2 2 1 1       3.7511                       42.5687 
   2 2 1 2      -6.4155                        0.0016 
   2 2 1 3       2.6644                       14.3587 
   2 2 2 1      -3.7511                        0.0235 
   2 2 2 2       6.4155                      611.2301 
   2 2 2 3      -2.6644                        0.0696    48.59   2 0.000
  YZTG 
   1 1 1 1       1.4238   ******    *****      4.1529 
   1 1 1 2      -3.2769   ******    *****      0.0377 
   1 1 1 3       1.8531                        6.3793 
   1 1 2 1      -1.4238                        0.2408 
   1 1 2 2       3.2769                       26.4928 
   1 1 2 3      -1.8531                        0.1568 
   1 2 1 1      -1.4238                        0.2408 
   1 2 1 2       3.2769                       26.4928 
   1 2 1 3      -1.8531                        0.1568 
   1 2 2 1       1.4238                        4.1529 
   1 2 2 2      -3.2769                        0.0377 
   1 2 2 3       1.8531                        6.3793 
   2 1 1 1      -1.4238                        0.2408 
   2 1 1 2       3.2769                       26.4928 
   2 1 1 3      -1.8531                        0.1568 
   2 1 2 1       1.4238                        4.1529 
   2 1 2 2      -3.2769                        0.0377 
   2 1 2 3       1.8531                        6.3793 
   2 2 1 1       1.4238                        4.1529 
   2 2 1 2      -3.2769                        0.0377 
   2 2 1 3       1.8531                        6.3793 
   2 2 2 1      -1.4238                        0.2408 
   2 2 2 2       3.2769                       26.4928 
   2 2 2 3      -1.8531                        0.1568     0.00   2 1.000
  YSTG 
   1 1 1 1       3.8577   0.1698   22.713     47.3558 
   1 1 1 2      -3.1013   0.2835  -10.941      0.0450 
   1 1 1 3      -0.7564                        0.4693 
   1 1 2 1      -3.8577                        0.0211 
   1 1 2 2       3.1013                       22.2261 
   1 1 2 3       0.7564                        2.1306 
   1 2 1 1      -3.8577                        0.0211 
   1 2 1 2       3.1013                       22.2261 
   1 2 1 3       0.7564                        2.1306 
   1 2 2 1       3.8577                       47.3558 
   1 2 2 2      -3.1013                        0.0450 
   1 2 2 3      -0.7564                        0.4693 
   2 1 1 1      -3.8577                        0.0211 
   2 1 1 2       3.1013                       22.2261 
   2 1 1 3       0.7564                        2.1306 
   2 1 2 1       3.8577                       47.3558 
   2 1 2 2      -3.1013                        0.0450 
   2 1 2 3      -0.7564                        0.4693 
   2 2 1 1       3.8577                       47.3558 
   2 2 1 2      -3.1013                        0.0450 
   2 2 1 3      -0.7564                        0.4693 
   2 2 2 1      -3.8577                        0.0211 
   2 2 2 2       3.1013                       22.2261 
   2 2 2 3       0.7564                        2.1306   528.84   2 0.000
  ZSTG 
   1 1 1 1      -1.0051   0.2730   -3.682      0.3660 
   1 1 1 2       4.1810   0.2296   18.210     65.4295 
   1 1 1 3      -3.1759                        0.0418 
   1 1 2 1       1.0051                        2.7322 
   1 1 2 2      -4.1810                        0.0153 
   1 1 2 3       3.1759                       23.9475 
   1 2 1 1       1.0051                        2.7322 
   1 2 1 2      -4.1810                        0.0153 
   1 2 1 3       3.1759                       23.9475 
   1 2 2 1      -1.0051                        0.3660 
   1 2 2 2       4.1810                       65.4295 
   1 2 2 3      -3.1759                        0.0418 
   2 1 1 1       1.0051                        2.7322 
   2 1 1 2      -4.1810                        0.0153 
   2 1 1 3       3.1759                       23.9475 
   2 1 2 1      -1.0051                        0.3660 
   2 1 2 2       4.1810                       65.4295 
   2 1 2 3      -3.1759                        0.0418 
   2 2 1 1      -1.0051                        0.3660 
   2 2 1 2       4.1810                       65.4295 
   2 2 1 3      -3.1759                        0.0418 
   2 2 2 1       1.0051                        2.7322 
   2 2 2 2      -4.1810                        0.0153 
   2 2 2 3       3.1759                       23.9475   432.20   2 0.000
  YZSTG 
   1 1 1 1 1     4.1912   ******    *****     66.1035 
   1 1 1 1 2    -5.5177   ******    *****      0.0040 
   1 1 1 1 3     1.3264                        3.7676 
   1 1 1 2 1    -4.1912                        0.0151 
   1 1 1 2 2     5.5177                      249.0540 
   1 1 1 2 3    -1.3264                        0.2654 
   1 1 2 1 1    -4.1912                        0.0151 
   1 1 2 1 2     5.5177                      249.0540 
   1 1 2 1 3    -1.3264                        0.2654 
   1 1 2 2 1     4.1912                       66.1035 
   1 1 2 2 2    -5.5177                        0.0040 
   1 1 2 2 3     1.3264                        3.7676 
   1 2 1 1 1    -4.1912                        0.0151 
   1 2 1 1 2     5.5177                      249.0540 
   1 2 1 1 3    -1.3264                        0.2654 
   1 2 1 2 1     4.1912                       66.1035 
   1 2 1 2 2    -5.5177                        0.0040 
   1 2 1 2 3     1.3264                        3.7676 
   1 2 2 1 1     4.1912                       66.1035 
   1 2 2 1 2    -5.5177                        0.0040 
   1 2 2 1 3     1.3264                        3.7676 
   1 2 2 2 1    -4.1912                        0.0151 
   1 2 2 2 2     5.5177                      249.0540 
   1 2 2 2 3    -1.3264                        0.2654 
   2 1 1 1 1    -4.1912                        0.0151 
   2 1 1 1 2     5.5177                      249.0540 
   2 1 1 1 3    -1.3264                        0.2654 
   2 1 1 2 1     4.1912                       66.1035 
   2 1 1 2 2    -5.5177                        0.0040 
   2 1 1 2 3     1.3264                        3.7676 
   2 1 2 1 1     4.1912                       66.1035 
   2 1 2 1 2    -5.5177                        0.0040 
   2 1 2 1 3     1.3264                        3.7676 
   2 1 2 2 1    -4.1912                        0.0151 
   2 1 2 2 2     5.5177                      249.0540 
   2 1 2 2 3    -1.3264                        0.2654 
   2 2 1 1 1     4.1912                       66.1035 
   2 2 1 1 2    -5.5177                        0.0040 
   2 2 1 1 3     1.3264                        3.7676 
   2 2 1 2 1    -4.1912                        0.0151 
   2 2 1 2 2     5.5177                      249.0540 
   2 2 1 2 3    -1.3264                        0.2654 
   2 2 2 1 1    -4.1912                        0.0151 
   2 2 2 1 2     5.5177                      249.0540 
   2 2 2 1 3    -1.3264                        0.2654 
   2 2 2 2 1     4.1912                       66.1035 
   2 2 2 2 2    -5.5177                        0.0040 
   2 2 2 2 3     1.3264                        3.7676     0.00   2 1.000

* TABLE YA [or P(A|Y)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  A 
   1            -0.1074   0.0406   -2.642      0.8982 
   2             0.1074                        1.1133     6.98   1 0.008
  YA 
   1 1          -0.3718   0.0424   -8.772      0.6895 
   1 2           0.3718                        1.4503 
   2 1           0.3718                        1.4503 
   2 2          -0.3718                        0.6895    76.95   1 0.000

* TABLE YB [or P(B|Y)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  B 
   1            -0.7703   0.1019   -7.557      0.4629 
   2             0.7703                        2.1604    57.10   1 0.000
  YB 
   1 1           0.7530   0.0935    8.058      2.1234 
   1 2          -0.7530                        0.4709 
   2 1          -0.7530                        0.4709 
   2 2           0.7530                        2.1234    64.93   1 0.000

* TABLE YE [or P(E|Y)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  E 
   1            -0.3706   0.0629   -5.890      0.6903 
   2             0.3706                        1.4487    34.69   1 0.000
  YE 
   1 1          -0.6130   0.0577  -10.623      0.5417 
   1 2           0.6130                        1.8459 
   2 1           0.6130                        1.8459 
   2 2          -0.6130                        0.5417   112.86   1 0.000

* TABLE ZC [or P(C|Z)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  C 
   1            -0.4209   0.0614   -6.850      0.6565 
   2             0.4209                        1.5233    46.93   1 0.000
  ZC 
   1 1          -0.5029   0.0604   -8.325      0.6048 
   1 2           0.5029                        1.6536 
   2 1           0.5029                        1.6536 
   2 2          -0.5029                        0.6048    69.30   1 0.000

* TABLE ZD [or P(D|Z)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  D 
   1            -0.1833   0.1017   -1.801      0.8325 
   2             0.1833                        1.2011     3.24   1 0.072
  ZD 
   1 1           0.8264   0.0948    8.714      2.2852 
   1 2          -0.8264                        0.4376 
   2 1          -0.8264                        0.4376 
   2 2           0.8264                        2.2852    75.93   1 0.000



*** (CONDITIONAL) PROBABILITIES ***

* P(SG) *

  1 1            0.1583  (0.0107)
  1 2            0.1626  (0.0109)
  1 3            0.1185  (0.0095)
  2 1            0.1661  (0.0109)
  2 2            0.1903  (0.0115)
  2 3            0.2042  (0.0119)

* P(T|SG) *

  1 | 1 1        0.5576  (0.0300)
  1 | 1 2        0.4662  (0.0298)
  1 | 1 3        0.3454  (0.0307)
  2 | 1 1        0.4424  (0.0300)
  2 | 1 2        0.5338  (0.0298)
  2 | 1 3        0.6546  (0.0307)
  1 | 2 1        0.4634  (0.0298)
  1 | 2 2        0.3744  (0.0273)
  1 | 2 3        0.2656  (0.0242)
  2 | 2 1        0.5366  (0.0298)
  2 | 2 2        0.6256  (0.0273)
  2 | 2 3        0.7344  (0.0242)

* P(YZ|STG) *

  1 1 | 1 1 1    0.0485  (0.0480)
  1 1 | 1 1 2    0.2959  (0.0905)
  1 1 | 1 1 3    0.4931  (0.1152)
  1 1 | 1 2 1    0.0136  (0.0276)
  1 1 | 1 2 2    0.0388  (0.0777)
  1 1 | 1 2 3    0.2541  (0.0802)
  1 1 | 2 1 1    0.0000  (0.0000) *
  1 1 | 2 1 2    0.1738  (0.0737)
  1 1 | 2 1 3    0.3590  (0.1166)
  1 1 | 2 2 1    0.0149  (0.0293)
  1 1 | 2 2 2    0.1752  (0.0652)
  1 1 | 2 2 3    0.1013  (0.0503)
  1 2 | 1 1 1    0.8819  (0.0809)
  1 2 | 1 1 2    0.6701  (0.0872)
  1 2 | 1 1 3    0.4324  (0.1221)
  1 2 | 1 2 1    0.1396  (0.0762)
  1 2 | 1 2 2    0.2999  (0.0745)
  1 2 | 1 2 3    0.0498  (0.0619)
  1 2 | 2 1 1    0.6014  (0.0780)
  1 2 | 2 1 2    0.5903  (0.0990)
  1 2 | 2 1 3    0.4082  (0.0935)
  1 2 | 2 2 1    0.0987  (0.0560)
  1 2 | 2 2 2    0.1481  (0.0645)
  1 2 | 2 2 3    0.1134  (0.0369)
  2 1 | 1 1 1    0.0000  (0.0000) *
  2 1 | 1 1 2    0.0340  (0.0369)
  2 1 | 1 1 3    0.0000  (0.0000) *
  2 1 | 1 2 1    0.1115  (0.0844)
  2 1 | 1 2 2    0.5317  (0.1030)
  2 1 | 1 2 3    0.5129  (0.0964)
  2 1 | 2 1 1    0.1141  (0.0485)
  2 1 | 2 1 2    0.0402  (0.0476)
  2 1 | 2 1 3    0.2328  (0.0959)
  2 1 | 2 2 1    0.2649  (0.0767)
  2 1 | 2 2 2    0.4307  (0.0762)
  2 1 | 2 2 3    0.7853  (0.0525)
  2 2 | 1 1 1    0.0696  (0.0605)
  2 2 | 1 1 2    0.0000  (0.0000) *
  2 2 | 1 1 3    0.0745  (0.0567)
  2 2 | 1 2 1    0.7352  (0.1106)
  2 2 | 1 2 2    0.1296  (0.0772)
  2 2 | 1 2 3    0.1831  (0.0819)
  2 2 | 2 1 1    0.2845  (0.0794)
  2 2 | 2 1 2    0.1958  (0.0818)
  2 2 | 2 1 3    0.0000  (0.0000) *
  2 2 | 2 2 1    0.6215  (0.0871)
  2 2 | 2 2 2    0.2461  (0.0702)
  2 2 | 2 2 3    0.0000  (0.0000)

* P(A|Y) *

  1 | 1          0.2772  (0.0242)
  2 | 1          0.7228  (0.0242)
  1 | 2          0.6292  (0.0266)
  2 | 2          0.3708  (0.0266)

* P(B|Y) *

  1 | 1          0.4914  (0.0307)
  2 | 1          0.5086  (0.0307)
  1 | 2          0.0454  (0.0161)
  2 | 2          0.9546  (0.0161)

* P(E|Y) *

  1 | 1          0.1227  (0.0219)
  2 | 1          0.8773  (0.0219)
  1 | 2          0.6189  (0.0308)
  2 | 2          0.3811  (0.0308)

* P(C|Z) *

  1 | 1          0.1362  (0.0253)
  2 | 1          0.8638  (0.0253)
  1 | 2          0.5409  (0.0283)
  2 | 2          0.4591  (0.0283)

* P(D|Z) *

  1 | 1          0.7835  (0.0404)
  2 | 1          0.2165  (0.0404)
  1 | 2          0.1172  (0.0324)
  2 | 2          0.8828  (0.0324)



*** LATENT CLASS OUTPUT ***

          Y  1    Y  1    Y  2    Y  2
          Z  1    Z  2    Z  1    Z  2
         0.1402  0.3399  0.3132  0.2067
  A  1   0.2772  0.2772  0.6292  0.6292
  A  2   0.7228  0.7228  0.3708  0.3708
  B  1   0.4914  0.4914  0.0454  0.0454
  B  2   0.5086  0.5086  0.9546  0.9546
  C  1   0.1362  0.5409  0.1362  0.5409
  C  2   0.8638  0.4591  0.8638  0.4591
  D  1   0.7835  0.1172  0.7835  0.1172
  D  2   0.2165  0.8828  0.2165  0.8828
  E  1   0.1227  0.1227  0.6189  0.6189
