LEM: log-linear and event history analysis with missing data.
Developed by Jeroen Vermunt (c), Tilburg University, The Netherlands.
Version 1.0 (September 18, 1997).


*** INPUT ***

  lat 2
man 8
dim 2 2 2 2 2 2 2 2 2 3
lab Y Z A B C D E S T G
mod SG T|SG {SG ST GT} YZ|SGT {SGTYZ} A|Y B|Y E|Y C|Z D|Z
ite 10000
dat [0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 4 0 0 1 0 1 1 0 0 2 1 0 6 3 1 3 1 1 4 4 1 1 1 0 0 0 1 0 2 1 0 0 0 0 0 0 2 3 0 0 2 2 0 3 2 0 4 1 0 1 1 0 1 1 2 1 0 0 0 0 4 7 4 0 4 2 4 2 0 0 3 2 0 1 0 8 1 2 1 0 0 5 3 7 0 1 0 3 5 3 0 0 1 1 2 2 2 0 1 9 4 2 8 3 0 12 6 1 10 3 1 6 2 1 7 3 1 11 6 3 0 1 0 2 10 13 3 2 2 8 21 47 0 3 1 1 11 10 2 1 5 4 13 17 1 1 2 9 7 7 3 3 0 7 11 8 1 4 0 3 7 5 1 9 1 3 6 4 0 0 0 1 0 1 0 0 0 1 0 0 1 3 2 0 0 2 0 3 0 0 0 1 2 1 0 0 0 0 2 1 0 1 0 1 11 6 5 2 4 0 13 7 4 1 1 1 1 1 0 0 0 1 1 0 0 0 0 3 1 5 10 1 0 5 0 2 4 1 4 5 3 2 0 0 1 0 2 0 2 0 0 0 10 17 4 0 3 1 5 7 4 3 5 4 0 0 0 3 0 1 0 2 0 4 2 4 1 3 0 0 2 1 1 1 3 2 0 2 2 1 0 7 0 3 6 0 1 8 4 1 13 7 1 10 4 3 9 8 6 4 6 9 0 1 0 3 4 6 4 0 6 6 4 15 5 7 4 2 7 8 2 6 9 3 15 24 6 1 1 3 4 3 3 4 4 7 5 5 14 8 6 6 9 5 7 6 8 6 17 4]
see 184



*** STATISTICS ***

  Number of iterations = 125
  Converge criterion   = 0.0000009977
  Seed random values   = 184

  X-squared            = 396.6408 (0.0056)
  L-squared            = 397.9029 (0.0049)
  Cressie-Read         = 378.1579 (0.0292)
  Dissimilarity index  = 0.1992
  Degrees of freedom   = 328
  Log-likelihood       = -6220.37133
  Number of parameters = 55 (+1)
  Sample size          = 1156.0
  BIC(L-squared)       = -1915.3896
  AIC(L-squared)       = -258.0971
  BIC(log-likelihood)  = 12828.6423
  AIC(log-likelihood)  = 12550.7427

  Eigenvalues information matrix
    1367.8067  1281.2639  1171.5171  1169.9173  1153.1103  1103.6567
    1041.1184  1030.3490   956.4652   942.5424   869.3792   866.9760
     734.8090   683.2766   642.6532   616.3168   569.1490   557.5760
     482.9088   429.1848   409.4448   381.9023   370.9608   366.6582
     345.7709   328.9276   305.7310   270.6991   262.0313   238.1248
     216.3987   197.4479   176.0327   149.4165   143.3070   108.5859
     102.4857    94.4766    82.9538    64.4492    56.6219    45.7302
      36.9391    33.7859    25.3625    19.3763    13.8139     7.5708
       4.7081     0.0008     0.0004     0.0002     0.0001     0.0000
      -0.0001

WARNING: 6 (nearly) boundary or non-identified (log-linear) parameters



*** FREQUENCIES ***

  A B C D E S T G     observed  estimated  std. res.
  2 2 2 2 1 1 2 2       4.000      3.924      0.039
  2 2 2 2 1 1 2 3       3.000      3.615     -0.324
  2 2 2 2 1 2 1 1       3.000      3.641     -0.336
  2 2 2 2 1 2 1 2       4.000      2.576      0.887
  2 2 2 2 1 2 1 3       4.000      1.255      2.450
  2 2 2 2 1 2 2 1       7.000      7.001     -0.001
  2 2 2 2 1 2 2 2       5.000      6.011     -0.412
  2 2 2 2 1 2 2 3       5.000      6.082     -0.439
  2 2 2 2 2 1 1 1      14.000     12.448      0.440
  2 2 2 2 2 1 1 2       8.000      9.315     -0.431
  2 2 2 2 2 1 1 3       6.000      4.275      0.834
  2 2 2 2 2 1 2 1       6.000      5.027      0.434
  2 2 2 2 2 1 2 2       9.000      6.226      1.112
  2 2 2 2 2 1 2 3       5.000      4.017      0.491
  2 2 2 2 2 2 1 1       7.000      8.633     -0.556
  2 2 2 2 2 2 1 2       6.000      8.182     -0.763
  2 2 2 2 2 2 1 3       8.000      5.069      1.302
  2 2 2 2 2 2 2 1       6.000      5.611      0.164
  2 2 2 2 2 2 2 2      17.000      7.465      3.490
  2 2 2 2 2 2 2 3       4.000      7.062     -1.152



*** PSEUDO R-SQUARED MEASURES ***

* P(T|SG) *
                         baseline   fitted   R-squared
  entropy                 0.6759    0.6561    0.0293
  qualitative variance    0.2414    0.2320    0.0390
  classification error    0.4074    0.3892    0.0447
  -2/N*log-likelihood     1.3518    1.3122    0.0293/0.0381
  likelihood^(-2/N)       3.8645    3.7144    0.0388/0.0524

* P(YZ|STG) *
                         baseline   fitted   R-squared
  entropy                 1.3327    0.9163    0.3124
  qualitative variance    0.3622    0.2570    0.2906
  classification error    0.6609    0.3799    0.4252
  -2/N*log-likelihood     2.6653    1.8326    0.3124/0.4544
  likelihood^(-2/N)      14.3726    6.2499    0.5652/0.6074

* P(A|Y) *
                         baseline   fitted   R-squared
  entropy                 0.6900    0.6262    0.0924
  qualitative variance    0.2484    0.2175    0.1245
  classification error    0.4602    0.3259    0.2919
  -2/N*log-likelihood     1.3800    1.2524    0.0924/0.1131
  likelihood^(-2/N)       3.9747    3.4988    0.1197/0.1600

* P(B|Y) *
                         baseline   fitted   R-squared
  entropy                 0.5725    0.4287    0.2512
  qualitative variance    0.1922    0.1425    0.2584
  classification error    0.2595    0.2595    0.0000
  -2/N*log-likelihood     1.1451    0.8574    0.2512/0.2234
  likelihood^(-2/N)       3.1428    2.3571    0.2500/0.3666

* P(E|Y) *
                         baseline   fitted   R-squared
  entropy                 0.6644    0.5242    0.2109
  qualitative variance    0.2357    0.1743    0.2607
  classification error    0.3806    0.2571    0.3246
  -2/N*log-likelihood     1.3287    1.0485    0.2109/0.2189
  likelihood^(-2/N)       3.7763    2.8533    0.2444/0.3324

* P(C|Z) *
                         baseline   fitted   R-squared
  entropy                 0.6518    0.5574    0.1449
  qualitative variance    0.2296    0.1890    0.1769
  classification error    0.3573    0.3125    0.1252
  -2/N*log-likelihood     1.3037    1.1147    0.1449/0.1589
  likelihood^(-2/N)       3.6827    3.0487    0.1722/0.2364

* P(D|Z) *
                         baseline   fitted   R-squared
  entropy                 0.6801    0.4344    0.3613
  qualitative variance    0.2435    0.1335    0.4519
  classification error    0.4196    0.1622    0.6133
  -2/N*log-likelihood     1.3603    0.8688    0.3613/0.3295
  likelihood^(-2/N)       3.8973    2.3840    0.3883/0.5223



*** LOG-LINEAR PARAMETERS ***

* TABLE SG [or P(SG)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  S 
   1            -0.1248   0.0298   -4.183      0.8826 
   2             0.1248                        1.1330    17.49   1 0.000
  G 
   1            -0.0133   0.0422   -0.316      0.9868 
   2             0.0682   0.0414    1.648      1.0706 
   3            -0.0549                        0.9466     2.99   2 0.225
  SG 
   1 1           0.1008   0.0422    2.390      1.1061 
   1 2           0.0462   0.0414    1.117      1.0473 
   1 3          -0.1471                        0.8632 
   2 1          -0.1008                        0.9041 
   2 2          -0.0462                        0.9548 
   2 3           0.1471                        1.1585    12.15   2 0.002

* TABLE STG [or P(T|SG)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  T 
   1            -0.1851   0.0308   -6.005      0.8310 
   2             0.1851                        1.2033    36.06   1 0.000
  ST 
   1 1           0.0945   0.0307    3.077      1.0991 
   1 2          -0.0945                        0.9098 
   2 1          -0.0945                        0.9098 
   2 2           0.0945                        1.0991     9.47   1 0.002
  TG 
   1 1           0.2062   0.0429    4.803      1.2290 
   1 2           0.0228   0.0423    0.539      1.0231 
   1 3          -0.2290                        0.7953 
   2 1          -0.2062                        0.8137 
   2 2          -0.0228                        0.9774 
   2 3           0.2290                        1.2574    31.80   2 0.000

* TABLE YZSTG [or P(YZ|STG)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  Y 
   1             4.0341   0.3375   11.953     56.4900 
   2            -4.0341                        0.0177   142.88   1 0.000
  Z 
   1            -3.4066   0.3715   -9.169      0.0332 
   2             3.4066                       30.1610    84.06   1 0.000
  YZ 
   1 1           1.2708   0.3411    3.725      3.5636 
   1 2          -1.2708                        0.2806 
   2 1          -1.2708                        0.2806 
   2 2           1.2708                        3.5636    13.88   1 0.000
  YS 
   1 1           4.2687   0.3734   11.432     71.4295 
   1 2          -4.2687                        0.0140 
   2 1          -4.2687                        0.0140 
   2 2           4.2687                       71.4295   130.68   1 0.000
  ZS 
   1 1          -3.0951   0.3468   -8.924      0.0453 
   1 2           3.0951                       22.0905 
   2 1           3.0951                       22.0905 
   2 2          -3.0951                        0.0453    79.63   1 0.000
  YT 
   1 1           4.1935   0.1542   27.191     66.2511 
   1 2          -4.1935                        0.0151 
   2 1          -4.1935                        0.0151 
   2 2           4.1935                       66.2511   739.34   1 0.000
  ZT 
   1 1          -3.8030   0.1974  -19.269      0.0223 
   1 2           3.8030                       44.8351 
   2 1           3.8030                       44.8351 
   2 2          -3.8030                        0.0223   371.30   1 0.000
  YG 
   1 1          -0.8193   0.4099   -1.999      0.4408 
   1 2          -2.3269   0.3702   -6.286      0.0976 
   1 3           3.1461                       23.2454 
   2 1           0.8193                        2.2688 
   2 2           2.3269                       10.2457 
   2 3          -3.1461                        0.0430    41.45   2 0.000
  ZG 
   1 1          -5.9424   0.2967  -20.030      0.0026 
   1 2           4.6103   0.3655   12.614    100.5144 
   1 3           1.3321                        3.7890 
   2 1           5.9424                      380.8509 
   2 2          -4.6103                        0.0099 
   2 3          -1.3321                        0.2639   773.19   2 0.000
  YZS 
   1 1 1         4.7031   0.3146   14.949    110.2939 
   1 1 2        -4.7031                        0.0091 
   1 2 1        -4.7031                        0.0091 
   1 2 2         4.7031                      110.2939 
   2 1 1        -4.7031                        0.0091 
   2 1 2         4.7031                      110.2939 
   2 2 1         4.7031                      110.2939 
   2 2 2        -4.7031                        0.0091   223.46   1 0.000
  YZT 
   1 1 1         2.0490   0.2250    9.106      7.7601 
   1 1 2        -2.0490                        0.1289 
   1 2 1        -2.0490                        0.1289 
   1 2 2         2.0490                        7.7601 
   2 1 1        -2.0490                        0.1289 
   2 1 2         2.0490                        7.7601 
   2 2 1         2.0490                        7.7601 
   2 2 2        -2.0490                        0.1289    82.92   1 0.000
  YST 
   1 1 1         4.7384   0.1394   33.980    114.2556 
   1 1 2        -4.7384                        0.0088 
   1 2 1        -4.7384                        0.0088 
   1 2 2         4.7384                      114.2556 
   2 1 1        -4.7384                        0.0088 
   2 1 2         4.7384                      114.2556 
   2 2 1         4.7384                      114.2556 
   2 2 2        -4.7384                        0.0088  1154.65   1 0.000
  ZST 
   1 1 1        -2.5162   0.1785  -14.095      0.0808 
   1 1 2         2.5162                       12.3812 
   1 2 1         2.5162                       12.3812 
   1 2 2        -2.5162                        0.0808 
   2 1 1         2.5162                       12.3812 
   2 1 2        -2.5162                        0.0808 
   2 2 1        -2.5162                        0.0808 
   2 2 2         2.5162                       12.3812   198.66   1 0.000
  YZG 
   1 1 1         1.9708   0.3646    5.406      7.1767 
   1 1 2        -2.9644   0.4793   -6.185      0.0516 
   1 1 3         0.9935                        2.7008 
   1 2 1        -1.9708                        0.1393 
   1 2 2         2.9644                       19.3829 
   1 2 3        -0.9935                        0.3703 
   2 1 1        -1.9708                        0.1393 
   2 1 2         2.9644                       19.3829 
   2 1 3        -0.9935                        0.3703 
   2 2 1         1.9708                        7.1767 
   2 2 2        -2.9644                        0.0516 
   2 2 3         0.9935                        2.7008    85.48   2 0.000
  YSG 
   1 1 1         4.4519   0.2930   15.192     85.7924 
   1 1 2        -2.7066   0.4044   -6.693      0.0668 
   1 1 3        -1.7454                        0.1746 
   1 2 1        -4.4519                        0.0117 
   1 2 2         2.7066                       14.9779 
   1 2 3         1.7454                        5.7279 
   2 1 1        -4.4519                        0.0117 
   2 1 2         2.7066                       14.9779 
   2 1 3         1.7454                        5.7279 
   2 2 1         4.4519                       85.7924 
   2 2 2        -2.7066                        0.0668 
   2 2 3        -1.7454                        0.1746   294.75   2 0.000
  ZSG 
   1 1 1        -0.5792   0.3353   -1.727      0.5603 
   1 1 2         4.5587   0.3099   14.708     95.4585 
   1 1 3        -3.9795                        0.0187 
   1 2 1         0.5792                        1.7846 
   1 2 2        -4.5587                        0.0105 
   1 2 3         3.9795                       53.4889 
   2 1 1         0.5792                        1.7846 
   2 1 2        -4.5587                        0.0105 
   2 1 3         3.9795                       53.4889 
   2 2 1        -0.5792                        0.5603 
   2 2 2         4.5587                       95.4585 
   2 2 3        -3.9795                        0.0187   254.63   2 0.000
  YTG 
   1 1 1         0.0818   0.2370    0.345      1.0852 
   1 1 2        -2.0877   0.2466   -8.466      0.1240 
   1 1 3         2.0059                        7.4327 
   1 2 1        -0.0818                        0.9215 
   1 2 2         2.0877                        8.0660 
   1 2 3        -2.0059                        0.1345 
   2 1 1        -0.0818                        0.9215 
   2 1 2         2.0877                        8.0660 
   2 1 3        -2.0059                        0.1345 
   2 2 1         0.0818                        1.0852 
   2 2 2        -2.0877                        0.1240 
   2 2 3         2.0059                        7.4327   123.41   2 0.000
  ZTG 
   1 1 1        -4.6763   0.2716  -17.220      0.0093 
   1 1 2         4.9952   0.2252   22.181    147.7005 
   1 1 3        -0.3189                        0.7270 
   1 2 1         4.6763                      107.3727 
   1 2 2        -4.9952                        0.0068 
   1 2 3         0.3189                        1.3756 
   2 1 1         4.6763                      107.3727 
   2 1 2        -4.9952                        0.0068 
   2 1 3         0.3189                        1.3756 
   2 2 1        -4.6763                        0.0093 
   2 2 2         4.9952                      147.7005 
   2 2 3        -0.3189                        0.7270   508.41   2 0.000
  YZST 
   1 1 1 1       4.2001   ******    *****     66.6932 
   1 1 1 2      -4.2001                        0.0150 
   1 1 2 1      -4.2001                        0.0150 
   1 1 2 2       4.2001                       66.6932 
   1 2 1 1      -4.2001                        0.0150 
   1 2 1 2       4.2001                       66.6932 
   1 2 2 1       4.2001                       66.6932 
   1 2 2 2      -4.2001                        0.0150 
   2 1 1 1      -4.2001                        0.0150 
   2 1 1 2       4.2001                       66.6932 
   2 1 2 1       4.2001                       66.6932 
   2 1 2 2      -4.2001                        0.0150 
   2 2 1 1       4.2001                       66.6932 
   2 2 1 2      -4.2001                        0.0150 
   2 2 2 1      -4.2001                        0.0150 
   2 2 2 2       4.2001                       66.6932     0.00   1 1.000
  YZSG 
   1 1 1 1       3.7713   0.5384    7.004     43.4366 
   1 1 1 2      -6.3930   ******    *****      0.0017 
   1 1 1 3       2.6217                       13.7585 
   1 1 2 1      -3.7713                        0.0230 
   1 1 2 2       6.3930                      597.6246 
   1 1 2 3      -2.6217                        0.0727 
   1 2 1 1      -3.7713                        0.0230 
   1 2 1 2       6.3930                      597.6246 
   1 2 1 3      -2.6217                        0.0727 
   1 2 2 1       3.7713                       43.4366 
   1 2 2 2      -6.3930                        0.0017 
   1 2 2 3       2.6217                       13.7585 
   2 1 1 1      -3.7713                        0.0230 
   2 1 1 2       6.3930                      597.6246 
   2 1 1 3      -2.6217                        0.0727 
   2 1 2 1       3.7713                       43.4366 
   2 1 2 2      -6.3930                        0.0017 
   2 1 2 3       2.6217                       13.7585 
   2 2 1 1       3.7713                       43.4366 
   2 2 1 2      -6.3930                        0.0017 
   2 2 1 3       2.6217                       13.7585 
   2 2 2 1      -3.7713                        0.0230 
   2 2 2 2       6.3930                      597.6246 
   2 2 2 3      -2.6217                        0.0727    49.06   2 0.000
  YZTG 
   1 1 1 1       1.3776   ******    *****      3.9654 
   1 1 1 2      -3.2613   ******    *****      0.0383 
   1 1 1 3       1.8837                        6.5780 
   1 1 2 1      -1.3776                        0.2522 
   1 1 2 2       3.2613                       26.0845 
   1 1 2 3      -1.8837                        0.1520 
   1 2 1 1      -1.3776                        0.2522 
   1 2 1 2       3.2613                       26.0845 
   1 2 1 3      -1.8837                        0.1520 
   1 2 2 1       1.3776                        3.9654 
   1 2 2 2      -3.2613                        0.0383 
   1 2 2 3       1.8837                        6.5780 
   2 1 1 1      -1.3776                        0.2522 
   2 1 1 2       3.2613                       26.0845 
   2 1 1 3      -1.8837                        0.1520 
   2 1 2 1       1.3776                        3.9654 
   2 1 2 2      -3.2613                        0.0383 
   2 1 2 3       1.8837                        6.5780 
   2 2 1 1       1.3776                        3.9654 
   2 2 1 2      -3.2613                        0.0383 
   2 2 1 3       1.8837                        6.5780 
   2 2 2 1      -1.3776                        0.2522 
   2 2 2 2       3.2613                       26.0845 
   2 2 2 3      -1.8837                        0.1520     0.00   2 1.000
  YSTG 
   1 1 1 1       3.8630   0.1699   22.735     47.6067 
   1 1 1 2      -3.1296   0.2836  -11.036      0.0437 
   1 1 1 3      -0.7334                        0.4803 
   1 1 2 1      -3.8630                        0.0210 
   1 1 2 2       3.1296                       22.8644 
   1 1 2 3       0.7334                        2.0821 
   1 2 1 1      -3.8630                        0.0210 
   1 2 1 2       3.1296                       22.8644 
   1 2 1 3       0.7334                        2.0821 
   1 2 2 1       3.8630                       47.6067 
   1 2 2 2      -3.1296                        0.0437 
   1 2 2 3      -0.7334                        0.4803 
   2 1 1 1      -3.8630                        0.0210 
   2 1 1 2       3.1296                       22.8644 
   2 1 1 3       0.7334                        2.0821 
   2 1 2 1       3.8630                       47.6067 
   2 1 2 2      -3.1296                        0.0437 
   2 1 2 3      -0.7334                        0.4803 
   2 2 1 1       3.8630                       47.6067 
   2 2 1 2      -3.1296                        0.0437 
   2 2 1 3      -0.7334                        0.4803 
   2 2 2 1      -3.8630                        0.0210 
   2 2 2 2       3.1296                       22.8644 
   2 2 2 3       0.7334                        2.0821   530.40   2 0.000
  ZSTG 
   1 1 1 1      -0.9744   0.2730   -3.569      0.3774 
   1 1 1 2       4.1502   0.2298   18.058     63.4462 
   1 1 1 3      -3.1758                        0.0418 
   1 1 2 1       0.9744                        2.6495 
   1 1 2 2      -4.1502                        0.0158 
   1 1 2 3       3.1758                       23.9463 
   1 2 1 1       0.9744                        2.6495 
   1 2 1 2      -4.1502                        0.0158 
   1 2 1 3       3.1758                       23.9463 
   1 2 2 1      -0.9744                        0.3774 
   1 2 2 2       4.1502                       63.4462 
   1 2 2 3      -3.1758                        0.0418 
   2 1 1 1       0.9744                        2.6495 
   2 1 1 2      -4.1502                        0.0158 
   2 1 1 3       3.1758                       23.9463 
   2 1 2 1      -0.9744                        0.3774 
   2 1 2 2       4.1502                       63.4462 
   2 1 2 3      -3.1758                        0.0418 
   2 2 1 1      -0.9744                        0.3774 
   2 2 1 2       4.1502                       63.4462 
   2 2 1 3      -3.1758                        0.0418 
   2 2 2 1       0.9744                        2.6495 
   2 2 2 2      -4.1502                        0.0158 
   2 2 2 3       3.1758                       23.9463   427.20   2 0.000
  YZSTG 
   1 1 1 1 1     4.1999   ******    *****     66.6769 
   1 1 1 1 2    -5.5065   ******    *****      0.0041 
   1 1 1 1 3     1.3066                        3.6936 
   1 1 1 2 1    -4.1999                        0.0150 
   1 1 1 2 2     5.5065                      246.2795 
   1 1 1 2 3    -1.3066                        0.2707 
   1 1 2 1 1    -4.1999                        0.0150 
   1 1 2 1 2     5.5065                      246.2795 
   1 1 2 1 3    -1.3066                        0.2707 
   1 1 2 2 1     4.1999                       66.6769 
   1 1 2 2 2    -5.5065                        0.0041 
   1 1 2 2 3     1.3066                        3.6936 
   1 2 1 1 1    -4.1999                        0.0150 
   1 2 1 1 2     5.5065                      246.2795 
   1 2 1 1 3    -1.3066                        0.2707 
   1 2 1 2 1     4.1999                       66.6769 
   1 2 1 2 2    -5.5065                        0.0041 
   1 2 1 2 3     1.3066                        3.6936 
   1 2 2 1 1     4.1999                       66.6769 
   1 2 2 1 2    -5.5065                        0.0041 
   1 2 2 1 3     1.3066                        3.6936 
   1 2 2 2 1    -4.1999                        0.0150 
   1 2 2 2 2     5.5065                      246.2795 
   1 2 2 2 3    -1.3066                        0.2707 
   2 1 1 1 1    -4.1999                        0.0150 
   2 1 1 1 2     5.5065                      246.2795 
   2 1 1 1 3    -1.3066                        0.2707 
   2 1 1 2 1     4.1999                       66.6769 
   2 1 1 2 2    -5.5065                        0.0041 
   2 1 1 2 3     1.3066                        3.6936 
   2 1 2 1 1     4.1999                       66.6769 
   2 1 2 1 2    -5.5065                        0.0041 
   2 1 2 1 3     1.3066                        3.6936 
   2 1 2 2 1    -4.1999                        0.0150 
   2 1 2 2 2     5.5065                      246.2795 
   2 1 2 2 3    -1.3066                        0.2707 
   2 2 1 1 1     4.1999                       66.6769 
   2 2 1 1 2    -5.5065                        0.0041 
   2 2 1 1 3     1.3066                        3.6936 
   2 2 1 2 1    -4.1999                        0.0150 
   2 2 1 2 2     5.5065                      246.2795 
   2 2 1 2 3    -1.3066                        0.2707 
   2 2 2 1 1    -4.1999                        0.0150 
   2 2 2 1 2     5.5065                      246.2795 
   2 2 2 1 3    -1.3066                        0.2707 
   2 2 2 2 1     4.1999                       66.6769 
   2 2 2 2 2    -5.5065                        0.0041 
   2 2 2 2 3     1.3066                        3.6936     0.00   2 1.000

* TABLE YA [or P(A|Y)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  A 
   1            -0.1074   0.0406   -2.642      0.8982 
   2             0.1074                        1.1134     6.98   1 0.008
  YA 
   1 1          -0.3718   0.0424   -8.772      0.6895 
   1 2           0.3718                        1.4503 
   2 1           0.3718                        1.4503 
   2 2          -0.3718                        0.6895    76.96   1 0.000

* TABLE YB [or P(B|Y)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  B 
   1            -0.7702   0.1019   -7.556      0.4629 
   2             0.7702                        2.1603    57.10   1 0.000
  YB 
   1 1           0.7530   0.0934    8.058      2.1234 
   1 2          -0.7530                        0.4709 
   2 1          -0.7530                        0.4709 
   2 2           0.7530                        2.1234    64.93   1 0.000

* TABLE YE [or P(E|Y)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  E 
   1            -0.3707   0.0629   -5.890      0.6903 
   2             0.3707                        1.4487    34.69   1 0.000
  YE 
   1 1          -0.6130   0.0577  -10.623      0.5417 
   1 2           0.6130                        1.8459 
   2 1           0.6130                        1.8459 
   2 2          -0.6130                        0.5417   112.86   1 0.000

* TABLE ZC [or P(C|Z)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  C 
   1            -0.4209   0.0614   -6.851      0.6565 
   2             0.4209                        1.5233    46.93   1 0.000
  ZC 
   1 1          -0.5029   0.0604   -8.325      0.6048 
   1 2           0.5029                        1.6536 
   2 1           0.5029                        1.6536 
   2 2          -0.5029                        0.6048    69.30   1 0.000

* TABLE ZD [or P(D|Z)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  D 
   1            -0.1832   0.1017   -1.801      0.8326 
   2             0.1832                        1.2011     3.24   1 0.072
  ZD 
   1 1           0.8264   0.0948    8.714      2.2852 
   1 2          -0.8264                        0.4376 
   2 1          -0.8264                        0.4376 
   2 2           0.8264                        2.2852    75.94   1 0.000



*** (CONDITIONAL) PROBABILITIES ***

* P(SG) *

  1 1            0.1583  (0.0107)
  1 2            0.1626  (0.0109)
  1 3            0.1185  (0.0095)
  2 1            0.1661  (0.0109)
  2 2            0.1903  (0.0115)
  2 3            0.2042  (0.0119)

* P(T|SG) *

  1 | 1 1        0.5576  (0.0300)
  1 | 1 2        0.4662  (0.0298)
  1 | 1 3        0.3454  (0.0307)
  2 | 1 1        0.4424  (0.0300)
  2 | 1 2        0.5338  (0.0298)
  2 | 1 3        0.6546  (0.0307)
  1 | 2 1        0.4634  (0.0298)
  1 | 2 2        0.3744  (0.0273)
  1 | 2 3        0.2656  (0.0242)
  2 | 2 1        0.5366  (0.0298)
  2 | 2 2        0.6256  (0.0273)
  2 | 2 3        0.7344  (0.0242)

* P(YZ|STG) *

  1 1 | 1 1 1    0.0485  (0.0480)
  1 1 | 1 1 2    0.2959  (0.0905)
  1 1 | 1 1 3    0.4931  (0.1152)
  1 1 | 1 2 1    0.0136  (0.0276)
  1 1 | 1 2 2    0.0387  (0.0778)
  1 1 | 1 2 3    0.2541  (0.0802)
  1 1 | 2 1 1    0.0000  (0.0000) *
  1 1 | 2 1 2    0.1738  (0.0737)
  1 1 | 2 1 3    0.3590  (0.1166)
  1 1 | 2 2 1    0.0149  (0.0293)
  1 1 | 2 2 2    0.1752  (0.0652)
  1 1 | 2 2 3    0.1013  (0.0503)
  1 2 | 1 1 1    0.8819  (0.0810)
  1 2 | 1 1 2    0.6701  (0.0872)
  1 2 | 1 1 3    0.4324  (0.1221)
  1 2 | 1 2 1    0.1396  (0.0762)
  1 2 | 1 2 2    0.2999  (0.0745)
  1 2 | 1 2 3    0.0498  (0.0619)
  1 2 | 2 1 1    0.6014  (0.0780)
  1 2 | 2 1 2    0.5903  (0.0990)
  1 2 | 2 1 3    0.4082  (0.0935)
  1 2 | 2 2 1    0.0987  (0.0560)
  1 2 | 2 2 2    0.1481  (0.0645)
  1 2 | 2 2 3    0.1134  (0.0369)
  2 1 | 1 1 1    0.0000  (0.0000) *
  2 1 | 1 1 2    0.0340  (0.0369)
  2 1 | 1 1 3    0.0000  (0.0000) *
  2 1 | 1 2 1    0.1115  (0.0844)
  2 1 | 1 2 2    0.5318  (0.1031)
  2 1 | 1 2 3    0.5129  (0.0964)
  2 1 | 2 1 1    0.1141  (0.0485)
  2 1 | 2 1 2    0.0402  (0.0476)
  2 1 | 2 1 3    0.2328  (0.0959)
  2 1 | 2 2 1    0.2649  (0.0767)
  2 1 | 2 2 2    0.4307  (0.0762)
  2 1 | 2 2 3    0.7853  (0.0525)
  2 2 | 1 1 1    0.0696  (0.0605)
  2 2 | 1 1 2    0.0000  (0.0000) *
  2 2 | 1 1 3    0.0745  (0.0567)
  2 2 | 1 2 1    0.7353  (0.1106)
  2 2 | 1 2 2    0.1296  (0.0772)
  2 2 | 1 2 3    0.1831  (0.0819)
  2 2 | 2 1 1    0.2845  (0.0794)
  2 2 | 2 1 2    0.1958  (0.0818)
  2 2 | 2 1 3    0.0000  (0.0000) *
  2 2 | 2 2 1    0.6215  (0.0871)
  2 2 | 2 2 2    0.2461  (0.0702)
  2 2 | 2 2 3    0.0000  (0.0000)

* P(A|Y) *

  1 | 1          0.2772  (0.0242)
  2 | 1          0.7228  (0.0242)
  1 | 2          0.6292  (0.0266)
  2 | 2          0.3708  (0.0266)

* P(B|Y) *

  1 | 1          0.4914  (0.0307)
  2 | 1          0.5086  (0.0307)
  1 | 2          0.0454  (0.0161)
  2 | 2          0.9546  (0.0161)

* P(E|Y) *

  1 | 1          0.1227  (0.0219)
  2 | 1          0.8773  (0.0219)
  1 | 2          0.6188  (0.0308)
  2 | 2          0.3812  (0.0308)

* P(C|Z) *

  1 | 1          0.1362  (0.0253)
  2 | 1          0.8638  (0.0253)
  1 | 2          0.5409  (0.0283)
  2 | 2          0.4591  (0.0283)

* P(D|Z) *

  1 | 1          0.7835  (0.0404)
  2 | 1          0.2165  (0.0404)
  1 | 2          0.1172  (0.0324)
  2 | 2          0.8828  (0.0324)



*** LATENT CLASS OUTPUT ***

          Y  1    Y  1    Y  2    Y  2
          Z  1    Z  2    Z  1    Z  2
         0.1401  0.3399  0.3132  0.2067
  A  1   0.2772  0.2772  0.6292  0.6292
  A  2   0.7228  0.7228  0.3708  0.3708
  B  1   0.4914  0.4914  0.0454  0.0454
  B  2   0.5086  0.5086  0.9546  0.9546
  C  1   0.1362  0.5409  0.1362  0.5409
  C  2   0.8638  0.4591  0.8638  0.4591
  D  1   0.7835  0.1172  0.7835  0.1172
  D  2   0.2165  0.8828  0.2165  0.8828
  E  1   0.1227  0.1227  0.6188  0.6188
