LEM: log-linear and event history analysis with missing data.
Developed by Jeroen Vermunt (c), Tilburg University, The Netherlands.
Version 1.0 (September 18, 1997).


*** INPUT ***

  lat 2
man 8
dim 2 2 2 2 2 2 2 2 2 3
lab Y Z A B C D E S T G
mod SG T|SG {SG ST GT} YZ|SGT {SGTYZ} A|Y B|Y E|Y C|Z D|Z
ite 10000
dat [0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 4 0 0 1 0 1 1 0 0 2 1 0 6 3 1 3 1 1 4 4 1 1 1 0 0 0 1 0 2 1 0 0 0 0 0 0 2 3 0 0 2 2 0 3 2 0 4 1 0 1 1 0 1 1 2 1 0 0 0 0 4 7 4 0 4 2 4 2 0 0 3 2 0 1 0 8 1 2 1 0 0 5 3 7 0 1 0 3 5 3 0 0 1 1 2 2 2 0 1 9 4 2 8 3 0 12 6 1 10 3 1 6 2 1 7 3 1 11 6 3 0 1 0 2 10 13 3 2 2 8 21 47 0 3 1 1 11 10 2 1 5 4 13 17 1 1 2 9 7 7 3 3 0 7 11 8 1 4 0 3 7 5 1 9 1 3 6 4 0 0 0 1 0 1 0 0 0 1 0 0 1 3 2 0 0 2 0 3 0 0 0 1 2 1 0 0 0 0 2 1 0 1 0 1 11 6 5 2 4 0 13 7 4 1 1 1 1 1 0 0 0 1 1 0 0 0 0 3 1 5 10 1 0 5 0 2 4 1 4 5 3 2 0 0 1 0 2 0 2 0 0 0 10 17 4 0 3 1 5 7 4 3 5 4 0 0 0 3 0 1 0 2 0 4 2 4 1 3 0 0 2 1 1 1 3 2 0 2 2 1 0 7 0 3 6 0 1 8 4 1 13 7 1 10 4 3 9 8 6 4 6 9 0 1 0 3 4 6 4 0 6 6 4 15 5 7 4 2 7 8 2 6 9 3 15 24 6 1 1 3 4 3 3 4 4 7 5 5 14 8 6 6 9 5 7 6 8 6 17 4]
see 385



*** STATISTICS ***

  Number of iterations = 127
  Converge criterion   = 0.0000009705
  Seed random values   = 385

  X-squared            = 396.6461 (0.0056)
  L-squared            = 397.9029 (0.0049)
  Cressie-Read         = 378.1609 (0.0292)
  Dissimilarity index  = 0.1992
  Degrees of freedom   = 328
  Log-likelihood       = -6220.37133
  Number of parameters = 55 (+1)
  Sample size          = 1156.0
  BIC(L-squared)       = -1915.3897
  AIC(L-squared)       = -258.0971
  BIC(log-likelihood)  = 12828.6423
  AIC(log-likelihood)  = 12550.7427

  Eigenvalues information matrix
    1367.8064  1281.2186  1171.5174  1169.9167  1153.0581  1103.6578
    1041.1176  1030.3510   956.4604   942.5348   869.3795   866.9760
     734.8175   683.2851   642.6710   616.3093   569.1655   557.5998
     482.9077   429.1669   409.4447   381.9024   370.9613   366.6550
     345.7797   328.9436   305.7352   270.7278   262.0482   238.1366
     216.4175   197.4601   176.0370   149.4217   143.2968   108.5892
     102.4882    94.4748    82.9621    64.4667    56.6167    45.7296
      36.9453    33.7876    25.3673    19.3824    13.8243     7.5737
       4.7119     0.0009     0.0004     0.0002     0.0002     0.0001
       0.0001

WARNING: 6 (nearly) boundary or non-identified (log-linear) parameters



*** FREQUENCIES ***

  A B C D E S T G     observed  estimated  std. res.
  2 2 2 2 1 1 2 2       4.000      3.924      0.039
  2 2 2 2 1 1 2 3       3.000      3.616     -0.324
  2 2 2 2 1 2 1 1       3.000      3.641     -0.336
  2 2 2 2 1 2 1 2       4.000      2.576      0.887
  2 2 2 2 1 2 1 3       4.000      1.255      2.450
  2 2 2 2 1 2 2 1       7.000      7.001     -0.001
  2 2 2 2 1 2 2 2       5.000      6.011     -0.412
  2 2 2 2 1 2 2 3       5.000      6.083     -0.439
  2 2 2 2 2 1 1 1      14.000     12.448      0.440
  2 2 2 2 2 1 1 2       8.000      9.315     -0.431
  2 2 2 2 2 1 1 3       6.000      4.275      0.834
  2 2 2 2 2 1 2 1       6.000      5.027      0.434
  2 2 2 2 2 1 2 2       9.000      6.226      1.112
  2 2 2 2 2 1 2 3       5.000      4.017      0.491
  2 2 2 2 2 2 1 1       7.000      8.633     -0.556
  2 2 2 2 2 2 1 2       6.000      8.182     -0.763
  2 2 2 2 2 2 1 3       8.000      5.069      1.302
  2 2 2 2 2 2 2 1       6.000      5.611      0.164
  2 2 2 2 2 2 2 2      17.000      7.465      3.490
  2 2 2 2 2 2 2 3       4.000      7.062     -1.152



*** PSEUDO R-SQUARED MEASURES ***

* P(T|SG) *
                         baseline   fitted   R-squared
  entropy                 0.6759    0.6561    0.0293
  qualitative variance    0.2414    0.2320    0.0390
  classification error    0.4074    0.3892    0.0447
  -2/N*log-likelihood     1.3518    1.3122    0.0293/0.0381
  likelihood^(-2/N)       3.8645    3.7144    0.0388/0.0524

* P(YZ|STG) *
                         baseline   fitted   R-squared
  entropy                 1.3327    0.9163    0.3124
  qualitative variance    0.3622    0.2570    0.2905
  classification error    0.6610    0.3799    0.4252
  -2/N*log-likelihood     2.6653    1.8326    0.3124/0.4544
  likelihood^(-2/N)      14.3729    6.2501    0.5651/0.6074

* P(A|Y) *
                         baseline   fitted   R-squared
  entropy                 0.6900    0.6262    0.0924
  qualitative variance    0.2484    0.2175    0.1245
  classification error    0.4602    0.3259    0.2919
  -2/N*log-likelihood     1.3800    1.2524    0.0924/0.1131
  likelihood^(-2/N)       3.9747    3.4988    0.1197/0.1600

* P(B|Y) *
                         baseline   fitted   R-squared
  entropy                 0.5725    0.4287    0.2512
  qualitative variance    0.1922    0.1425    0.2584
  classification error    0.2595    0.2595    0.0000
  -2/N*log-likelihood     1.1451    0.8574    0.2512/0.2234
  likelihood^(-2/N)       3.1428    2.3571    0.2500/0.3666

* P(E|Y) *
                         baseline   fitted   R-squared
  entropy                 0.6644    0.5242    0.2109
  qualitative variance    0.2357    0.1743    0.2607
  classification error    0.3806    0.2571    0.3247
  -2/N*log-likelihood     1.3287    1.0485    0.2109/0.2189
  likelihood^(-2/N)       3.7763    2.8533    0.2444/0.3325

* P(C|Z) *
                         baseline   fitted   R-squared
  entropy                 0.6518    0.5574    0.1449
  qualitative variance    0.2296    0.1890    0.1769
  classification error    0.3573    0.3125    0.1252
  -2/N*log-likelihood     1.3037    1.1147    0.1449/0.1589
  likelihood^(-2/N)       3.6827    3.0487    0.1722/0.2364

* P(D|Z) *
                         baseline   fitted   R-squared
  entropy                 0.6801    0.4344    0.3613
  qualitative variance    0.2435    0.1335    0.4519
  classification error    0.4196    0.1622    0.6133
  -2/N*log-likelihood     1.3603    0.8688    0.3613/0.3295
  likelihood^(-2/N)       3.8973    2.3840    0.3883/0.5223



*** LOG-LINEAR PARAMETERS ***

* TABLE SG [or P(SG)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  S 
   1            -0.1248   0.0298   -4.183      0.8826 
   2             0.1248                        1.1330    17.49   1 0.000
  G 
   1            -0.0133   0.0422   -0.316      0.9868 
   2             0.0682   0.0414    1.648      1.0706 
   3            -0.0549                        0.9466     2.99   2 0.225
  SG 
   1 1           0.1008   0.0422    2.390      1.1061 
   1 2           0.0462   0.0414    1.117      1.0473 
   1 3          -0.1471                        0.8632 
   2 1          -0.1008                        0.9041 
   2 2          -0.0462                        0.9548 
   2 3           0.1471                        1.1585    12.15   2 0.002

* TABLE STG [or P(T|SG)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  T 
   1            -0.1851   0.0308   -6.005      0.8310 
   2             0.1851                        1.2033    36.06   1 0.000
  ST 
   1 1           0.0945   0.0307    3.077      1.0991 
   1 2          -0.0945                        0.9098 
   2 1          -0.0945                        0.9098 
   2 2           0.0945                        1.0991     9.47   1 0.002
  TG 
   1 1           0.2062   0.0429    4.803      1.2290 
   1 2           0.0228   0.0423    0.539      1.0231 
   1 3          -0.2290                        0.7953 
   2 1          -0.2062                        0.8137 
   2 2          -0.0228                        0.9774 
   2 3           0.2290                        1.2574    31.80   2 0.000

* TABLE YZSTG [or P(YZ|STG)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  Y 
   1             4.0336   0.3374   11.956     56.4614 
   2            -4.0336                        0.0177   142.95   1 0.000
  Z 
   1            -3.3565   0.3714   -9.037      0.0349 
   2             3.3565                       28.6896    81.66   1 0.000
  YZ 
   1 1           1.2431   0.3411    3.644      3.4663 
   1 2          -1.2431                        0.2885 
   2 1          -1.2431                        0.2885 
   2 2           1.2431                        3.4663    13.28   1 0.000
  YS 
   1 1           4.2207   0.3733   11.306     68.0836 
   1 2          -4.2207                        0.0147 
   2 1          -4.2207                        0.0147 
   2 2           4.2207                       68.0836   127.82   1 0.000
  ZS 
   1 1          -3.0927   0.3468   -8.919      0.0454 
   1 2           3.0927                       22.0360 
   2 1           3.0927                       22.0360 
   2 2          -3.0927                        0.0454    79.55   1 0.000
  YT 
   1 1           4.1790   0.1542   27.104     65.3010 
   1 2          -4.1790                        0.0153 
   2 1          -4.1790                        0.0153 
   2 2           4.1790                       65.3010   734.64   1 0.000
  ZT 
   1 1          -3.7670   0.1973  -19.090      0.0231 
   1 2           3.7670                       43.2511 
   2 1           3.7670                       43.2511 
   2 2          -3.7670                        0.0231   364.43   1 0.000
  YG 
   1 1          -0.8068   0.4099   -1.968      0.4463 
   1 2          -2.3234   0.3701   -6.278      0.0979 
   1 3           3.1302                       22.8781 
   2 1           0.8068                        2.2407 
   2 2           2.3234                       10.2104 
   2 3          -3.1302                        0.0437    41.27   2 0.000
  ZG 
   1 1          -5.9377   0.2966  -20.022      0.0026 
   1 2           4.5633   0.3654   12.488     95.9002 
   1 3           1.3744                        3.9526 
   2 1           5.9377                      379.0598 
   2 2          -4.5633                        0.0104 
   2 3          -1.3744                        0.2530   767.57   2 0.000
  YZS 
   1 1 1         4.6785   0.3144   14.879    107.6105 
   1 1 2        -4.6785                        0.0093 
   1 2 1        -4.6785                        0.0093 
   1 2 2         4.6785                      107.6105 
   2 1 1        -4.6785                        0.0093 
   2 1 2         4.6785                      107.6105 
   2 2 1         4.6785                      107.6105 
   2 2 2        -4.6785                        0.0093   221.37   1 0.000
  YZT 
   1 1 1         2.0352   0.2250    9.046      7.6538 
   1 1 2        -2.0352                        0.1307 
   1 2 1        -2.0352                        0.1307 
   1 2 2         2.0352                        7.6538 
   2 1 1        -2.0352                        0.1307 
   2 1 2         2.0352                        7.6538 
   2 2 1         2.0352                        7.6538 
   2 2 2        -2.0352                        0.1307    81.82   1 0.000
  YST 
   1 1 1         4.7044   0.1394   33.745    110.4303 
   1 1 2        -4.7044                        0.0091 
   1 2 1        -4.7044                        0.0091 
   1 2 2         4.7044                      110.4303 
   2 1 1        -4.7044                        0.0091 
   2 1 2         4.7044                      110.4303 
   2 2 1         4.7044                      110.4303 
   2 2 2        -4.7044                        0.0091  1138.72   1 0.000
  ZST 
   1 1 1        -2.4998   0.1785  -14.005      0.0821 
   1 1 2         2.4998                       12.1804 
   1 2 1         2.4998                       12.1804 
   1 2 2        -2.4998                        0.0821 
   2 1 1         2.4998                       12.1804 
   2 1 2        -2.4998                        0.0821 
   2 2 1        -2.4998                        0.0821 
   2 2 2         2.4998                       12.1804   196.15   1 0.000
  YZG 
   1 1 1         2.0105   0.3645    5.516      7.4671 
   1 1 2        -2.9396   0.4791   -6.136      0.0529 
   1 1 3         0.9290                        2.5321 
   1 2 1        -2.0105                        0.1339 
   1 2 2         2.9396                       18.9075 
   1 2 3        -0.9290                        0.3949 
   2 1 1        -2.0105                        0.1339 
   2 1 2         2.9396                       18.9075 
   2 1 3        -0.9290                        0.3949 
   2 2 1         2.0105                        7.4671 
   2 2 2        -2.9396                        0.0529 
   2 2 3         0.9290                        2.5321    86.26   2 0.000
  YSG 
   1 1 1         4.4453   0.2929   15.175     85.2229 
   1 1 2        -2.6556   0.4043   -6.568      0.0703 
   1 1 3        -1.7896                        0.1670 
   1 2 1        -4.4453                        0.0117 
   1 2 2         2.6556                       14.2342 
   1 2 3         1.7896                        5.9872 
   2 1 1        -4.4453                        0.0117 
   2 1 2         2.6556                       14.2342 
   2 1 3         1.7896                        5.9872 
   2 2 1         4.4453                       85.2229 
   2 2 2        -2.6556                        0.0703 
   2 2 3        -1.7896                        0.1670   292.12   2 0.000
  ZSG 
   1 1 1        -0.5936   0.3352   -1.771      0.5523 
   1 1 2         4.5592   0.3098   14.715     95.5023 
   1 1 3        -3.9655                        0.0190 
   1 2 1         0.5936                        1.8106 
   1 2 2        -4.5592                        0.0105 
   1 2 3         3.9655                       52.7472 
   2 1 1         0.5936                        1.8106 
   2 1 2        -4.5592                        0.0105 
   2 1 3         3.9655                       52.7472 
   2 2 1        -0.5936                        0.5523 
   2 2 2         4.5592                       95.5023 
   2 2 3        -3.9655                        0.0190   255.37   2 0.000
  YTG 
   1 1 1         0.1082   0.2370    0.457      1.1143 
   1 1 2        -2.0704   0.2465   -8.399      0.1261 
   1 1 3         1.9622                        7.1146 
   1 2 1        -0.1082                        0.8974 
   1 2 2         2.0704                        7.9277 
   1 2 3        -1.9622                        0.1406 
   2 1 1        -0.1082                        0.8974 
   2 1 2         2.0704                        7.9277 
   2 1 3        -1.9622                        0.1406 
   2 2 1         0.1082                        1.1143 
   2 2 2        -2.0704                        0.1261 
   2 2 3         1.9622                        7.1146   119.25   2 0.000
  ZTG 
   1 1 1        -4.6577   0.2715  -17.153      0.0095 
   1 1 2         4.9621   0.2251   22.044    142.8911 
   1 1 3        -0.3044                        0.7376 
   1 2 1         4.6577                      105.3895 
   1 2 2        -4.9621                        0.0070 
   1 2 3         0.3044                        1.3558 
   2 1 1         4.6577                      105.3895 
   2 1 2        -4.9621                        0.0070 
   2 1 3         0.3044                        1.3558 
   2 2 1        -4.6577                        0.0095 
   2 2 2         4.9621                      142.8911 
   2 2 3        -0.3044                        0.7376   502.57   2 0.000
  YZST 
   1 1 1 1       4.1616   ******    *****     64.1711 
   1 1 1 2      -4.1616                        0.0156 
   1 1 2 1      -4.1616                        0.0156 
   1 1 2 2       4.1616                       64.1711 
   1 2 1 1      -4.1616                        0.0156 
   1 2 1 2       4.1616                       64.1711 
   1 2 2 1       4.1616                       64.1711 
   1 2 2 2      -4.1616                        0.0156 
   2 1 1 1      -4.1616                        0.0156 
   2 1 1 2       4.1616                       64.1711 
   2 1 2 1       4.1616                       64.1711 
   2 1 2 2      -4.1616                        0.0156 
   2 2 1 1       4.1616                       64.1711 
   2 2 1 2      -4.1616                        0.0156 
   2 2 2 1      -4.1616                        0.0156 
   2 2 2 2       4.1616                       64.1711     0.00   1 1.000
  YZSG 
   1 1 1 1       3.7413   0.5383    6.950     42.1532 
   1 1 1 2      -6.3712   ******    *****      0.0017 
   1 1 1 3       2.6299                       13.8720 
   1 1 2 1      -3.7413                        0.0237 
   1 1 2 2       6.3712                      584.7483 
   1 1 2 3      -2.6299                        0.0721 
   1 2 1 1      -3.7413                        0.0237 
   1 2 1 2       6.3712                      584.7483 
   1 2 1 3      -2.6299                        0.0721 
   1 2 2 1       3.7413                       42.1532 
   1 2 2 2      -6.3712                        0.0017 
   1 2 2 3       2.6299                       13.8720 
   2 1 1 1      -3.7413                        0.0237 
   2 1 1 2       6.3712                      584.7483 
   2 1 1 3      -2.6299                        0.0721 
   2 1 2 1       3.7413                       42.1532 
   2 1 2 2      -6.3712                        0.0017 
   2 1 2 3       2.6299                       13.8720 
   2 2 1 1       3.7413                       42.1532 
   2 2 1 2      -6.3712                        0.0017 
   2 2 1 3       2.6299                       13.8720 
   2 2 2 1      -3.7413                        0.0237 
   2 2 2 2       6.3712                      584.7483 
   2 2 2 3      -2.6299                        0.0721    48.31   2 0.000
  YZTG 
   1 1 1 1       1.4034   ******    *****      4.0691 
   1 1 1 2      -3.2505   ******    *****      0.0388 
   1 1 1 3       1.8471                        6.3411 
   1 1 2 1      -1.4034                        0.2458 
   1 1 2 2       3.2505                       25.8029 
   1 1 2 3      -1.8471                        0.1577 
   1 2 1 1      -1.4034                        0.2458 
   1 2 1 2       3.2505                       25.8029 
   1 2 1 3      -1.8471                        0.1577 
   1 2 2 1       1.4034                        4.0691 
   1 2 2 2      -3.2505                        0.0388 
   1 2 2 3       1.8471                        6.3411 
   2 1 1 1      -1.4034                        0.2458 
   2 1 1 2       3.2505                       25.8029 
   2 1 1 3      -1.8471                        0.1577 
   2 1 2 1       1.4034                        4.0691 
   2 1 2 2      -3.2505                        0.0388 
   2 1 2 3       1.8471                        6.3411 
   2 2 1 1       1.4034                        4.0691 
   2 2 1 2      -3.2505                        0.0388 
   2 2 1 3       1.8471                        6.3411 
   2 2 2 1      -1.4034                        0.2458 
   2 2 2 2       3.2505                       25.8029 
   2 2 2 3      -1.8471                        0.1577     0.00   2 1.000
  YSTG 
   1 1 1 1       3.8425   0.1699   22.619     46.6397 
   1 1 1 2      -3.0927   0.2835  -10.909      0.0454 
   1 1 1 3      -0.7498                        0.4725 
   1 1 2 1      -3.8425                        0.0214 
   1 1 2 2       3.0927                       22.0357 
   1 1 2 3       0.7498                        2.1165 
   1 2 1 1      -3.8425                        0.0214 
   1 2 1 2       3.0927                       22.0357 
   1 2 1 3       0.7498                        2.1165 
   1 2 2 1       3.8425                       46.6397 
   1 2 2 2      -3.0927                        0.0454 
   1 2 2 3      -0.7498                        0.4725 
   2 1 1 1      -3.8425                        0.0214 
   2 1 1 2       3.0927                       22.0357 
   2 1 1 3       0.7498                        2.1165 
   2 1 2 1       3.8425                       46.6397 
   2 1 2 2      -3.0927                        0.0454 
   2 1 2 3      -0.7498                        0.4725 
   2 2 1 1       3.8425                       46.6397 
   2 2 1 2      -3.0927                        0.0454 
   2 2 1 3      -0.7498                        0.4725 
   2 2 2 1      -3.8425                        0.0214 
   2 2 2 2       3.0927                       22.0357 
   2 2 2 3       0.7498                        2.1165   524.52   2 0.000
  ZSTG 
   1 1 1 1      -1.0027   0.2730   -3.673      0.3669 
   1 1 1 2       4.1367   0.2297   18.007     62.5948 
   1 1 1 3      -3.1340                        0.0435 
   1 1 2 1       1.0027                        2.7256 
   1 1 2 2      -4.1367                        0.0160 
   1 1 2 3       3.1340                       22.9656 
   1 2 1 1       1.0027                        2.7256 
   1 2 1 2      -4.1367                        0.0160 
   1 2 1 3       3.1340                       22.9656 
   1 2 2 1      -1.0027                        0.3669 
   1 2 2 2       4.1367                       62.5948 
   1 2 2 3      -3.1340                        0.0435 
   2 1 1 1       1.0027                        2.7256 
   2 1 1 2      -4.1367                        0.0160 
   2 1 1 3       3.1340                       22.9656 
   2 1 2 1      -1.0027                        0.3669 
   2 1 2 2       4.1367                       62.5948 
   2 1 2 3      -3.1340                        0.0435 
   2 2 1 1      -1.0027                        0.3669 
   2 2 1 2       4.1367                       62.5948 
   2 2 1 3      -3.1340                        0.0435 
   2 2 2 1       1.0027                        2.7256 
   2 2 2 2      -4.1367                        0.0160 
   2 2 2 3       3.1340                       22.9656   421.82   2 0.000
  YZSTG 
   1 1 1 1 1     4.1839   ******    *****     65.6188 
   1 1 1 1 2    -5.4708   ******    *****      0.0042 
   1 1 1 1 3     1.2870                        3.6218 
   1 1 1 2 1    -4.1839                        0.0152 
   1 1 1 2 2     5.4708                      237.6583 
   1 1 1 2 3    -1.2870                        0.2761 
   1 1 2 1 1    -4.1839                        0.0152 
   1 1 2 1 2     5.4708                      237.6583 
   1 1 2 1 3    -1.2870                        0.2761 
   1 1 2 2 1     4.1839                       65.6188 
   1 1 2 2 2    -5.4708                        0.0042 
   1 1 2 2 3     1.2870                        3.6218 
   1 2 1 1 1    -4.1839                        0.0152 
   1 2 1 1 2     5.4708                      237.6583 
   1 2 1 1 3    -1.2870                        0.2761 
   1 2 1 2 1     4.1839                       65.6188 
   1 2 1 2 2    -5.4708                        0.0042 
   1 2 1 2 3     1.2870                        3.6218 
   1 2 2 1 1     4.1839                       65.6188 
   1 2 2 1 2    -5.4708                        0.0042 
   1 2 2 1 3     1.2870                        3.6218 
   1 2 2 2 1    -4.1839                        0.0152 
   1 2 2 2 2     5.4708                      237.6583 
   1 2 2 2 3    -1.2870                        0.2761 
   2 1 1 1 1    -4.1839                        0.0152 
   2 1 1 1 2     5.4708                      237.6583 
   2 1 1 1 3    -1.2870                        0.2761 
   2 1 1 2 1     4.1839                       65.6188 
   2 1 1 2 2    -5.4708                        0.0042 
   2 1 1 2 3     1.2870                        3.6218 
   2 1 2 1 1     4.1839                       65.6188 
   2 1 2 1 2    -5.4708                        0.0042 
   2 1 2 1 3     1.2870                        3.6218 
   2 1 2 2 1    -4.1839                        0.0152 
   2 1 2 2 2     5.4708                      237.6583 
   2 1 2 2 3    -1.2870                        0.2761 
   2 2 1 1 1     4.1839                       65.6188 
   2 2 1 1 2    -5.4708                        0.0042 
   2 2 1 1 3     1.2870                        3.6218 
   2 2 1 2 1    -4.1839                        0.0152 
   2 2 1 2 2     5.4708                      237.6583 
   2 2 1 2 3    -1.2870                        0.2761 
   2 2 2 1 1    -4.1839                        0.0152 
   2 2 2 1 2     5.4708                      237.6583 
   2 2 2 1 3    -1.2870                        0.2761 
   2 2 2 2 1     4.1839                       65.6188 
   2 2 2 2 2    -5.4708                        0.0042 
   2 2 2 2 3     1.2870                        3.6218     0.00   2 1.000

* TABLE YA [or P(A|Y)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  A 
   1            -0.1074   0.0406   -2.642      0.8982 
   2             0.1074                        1.1134     6.98   1 0.008
  YA 
   1 1          -0.3718   0.0424   -8.772      0.6895 
   1 2           0.3718                        1.4503 
   2 1           0.3718                        1.4503 
   2 2          -0.3718                        0.6895    76.95   1 0.000

* TABLE YB [or P(B|Y)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  B 
   1            -0.7702   0.1019   -7.557      0.4629 
   2             0.7702                        2.1603    57.10   1 0.000
  YB 
   1 1           0.7530   0.0934    8.058      2.1234 
   1 2          -0.7530                        0.4709 
   2 1          -0.7530                        0.4709 
   2 2           0.7530                        2.1234    64.94   1 0.000

* TABLE YE [or P(E|Y)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  E 
   1            -0.3707   0.0629   -5.890      0.6903 
   2             0.3707                        1.4487    34.69   1 0.000
  YE 
   1 1          -0.6130   0.0577  -10.623      0.5417 
   1 2           0.6130                        1.8460 
   2 1           0.6130                        1.8460 
   2 2          -0.6130                        0.5417   112.85   1 0.000

* TABLE ZC [or P(C|Z)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  C 
   1            -0.4208   0.0614   -6.850      0.6565 
   2             0.4208                        1.5232    46.92   1 0.000
  ZC 
   1 1          -0.5029   0.0604   -8.324      0.6048 
   1 2           0.5029                        1.6535 
   2 1           0.5029                        1.6535 
   2 2          -0.5029                        0.6048    69.29   1 0.000

* TABLE ZD [or P(D|Z)] *

  effect           beta  std err  z-value   exp(beta)     Wald  df  prob
  D 
   1            -0.1833   0.1017   -1.802      0.8325 
   2             0.1833                        1.2012     3.25   1 0.072
  ZD 
   1 1           0.8265   0.0949    8.713      2.2852 
   1 2          -0.8265                        0.4376 
   2 1          -0.8265                        0.4376 
   2 2           0.8265                        2.2852    75.91   1 0.000



*** (CONDITIONAL) PROBABILITIES ***

* P(SG) *

  1 1            0.1583  (0.0107)
  1 2            0.1626  (0.0109)
  1 3            0.1185  (0.0095)
  2 1            0.1661  (0.0109)
  2 2            0.1903  (0.0115)
  2 3            0.2042  (0.0119)

* P(T|SG) *

  1 | 1 1        0.5576  (0.0300)
  1 | 1 2        0.4662  (0.0298)
  1 | 1 3        0.3454  (0.0307)
  2 | 1 1        0.4424  (0.0300)
  2 | 1 2        0.5338  (0.0298)
  2 | 1 3        0.6546  (0.0307)
  1 | 2 1        0.4634  (0.0298)
  1 | 2 2        0.3744  (0.0273)
  1 | 2 3        0.2656  (0.0242)
  2 | 2 1        0.5366  (0.0298)
  2 | 2 2        0.6256  (0.0273)
  2 | 2 3        0.7344  (0.0242)

* P(YZ|STG) *

  1 1 | 1 1 1    0.0485  (0.0480)
  1 1 | 1 1 2    0.2960  (0.0905)
  1 1 | 1 1 3    0.4931  (0.1152)
  1 1 | 1 2 1    0.0136  (0.0276)
  1 1 | 1 2 2    0.0387  (0.0778)
  1 1 | 1 2 3    0.2541  (0.0802)
  1 1 | 2 1 1    0.0000  (0.0000) *
  1 1 | 2 1 2    0.1738  (0.0737)
  1 1 | 2 1 3    0.3590  (0.1166)
  1 1 | 2 2 1    0.0149  (0.0293)
  1 1 | 2 2 2    0.1752  (0.0652)
  1 1 | 2 2 3    0.1013  (0.0503)
  1 2 | 1 1 1    0.8819  (0.0810)
  1 2 | 1 1 2    0.6700  (0.0872)
  1 2 | 1 1 3    0.4324  (0.1221)
  1 2 | 1 2 1    0.1396  (0.0762)
  1 2 | 1 2 2    0.2999  (0.0745)
  1 2 | 1 2 3    0.0498  (0.0619)
  1 2 | 2 1 1    0.6014  (0.0780)
  1 2 | 2 1 2    0.5902  (0.0990)
  1 2 | 2 1 3    0.4082  (0.0935)
  1 2 | 2 2 1    0.0987  (0.0560)
  1 2 | 2 2 2    0.1480  (0.0645)
  1 2 | 2 2 3    0.1134  (0.0369)
  2 1 | 1 1 1    0.0000  (0.0000) *
  2 1 | 1 1 2    0.0340  (0.0369)
  2 1 | 1 1 3    0.0000  (0.0000) *
  2 1 | 1 2 1    0.1116  (0.0844)
  2 1 | 1 2 2    0.5318  (0.1031)
  2 1 | 1 2 3    0.5130  (0.0964)
  2 1 | 2 1 1    0.1141  (0.0485)
  2 1 | 2 1 2    0.0402  (0.0476)
  2 1 | 2 1 3    0.2328  (0.0959)
  2 1 | 2 2 1    0.2649  (0.0767)
  2 1 | 2 2 2    0.4307  (0.0762)
  2 1 | 2 2 3    0.7853  (0.0525)
  2 2 | 1 1 1    0.0696  (0.0605)
  2 2 | 1 1 2    0.0000  (0.0000) *
  2 2 | 1 1 3    0.0745  (0.0567)
  2 2 | 1 2 1    0.7352  (0.1106)
  2 2 | 1 2 2    0.1296  (0.0772)
  2 2 | 1 2 3    0.1831  (0.0819)
  2 2 | 2 1 1    0.2845  (0.0794)
  2 2 | 2 1 2    0.1958  (0.0818)
  2 2 | 2 1 3    0.0000  (0.0000) *
  2 2 | 2 2 1    0.6215  (0.0871)
  2 2 | 2 2 2    0.2461  (0.0702)
  2 2 | 2 2 3    0.0000  (0.0000)

* P(A|Y) *

  1 | 1          0.2772  (0.0242)
  2 | 1          0.7228  (0.0242)
  1 | 2          0.6292  (0.0266)
  2 | 2          0.3708  (0.0266)

* P(B|Y) *

  1 | 1          0.4914  (0.0307)
  2 | 1          0.5086  (0.0307)
  1 | 2          0.0454  (0.0161)
  2 | 2          0.9546  (0.0161)

* P(E|Y) *

  1 | 1          0.1227  (0.0219)
  2 | 1          0.8773  (0.0219)
  1 | 2          0.6188  (0.0308)
  2 | 2          0.3812  (0.0308)

* P(C|Z) *

  1 | 1          0.1362  (0.0253)
  2 | 1          0.8638  (0.0253)
  1 | 2          0.5410  (0.0283)
  2 | 2          0.4590  (0.0283)

* P(D|Z) *

  1 | 1          0.7835  (0.0404)
  2 | 1          0.2165  (0.0404)
  1 | 2          0.1172  (0.0324)
  2 | 2          0.8828  (0.0324)



*** LATENT CLASS OUTPUT ***

          Y  1    Y  1    Y  2    Y  2
          Z  1    Z  2    Z  1    Z  2
         0.1402  0.3399  0.3133  0.2067
  A  1   0.2772  0.2772  0.6292  0.6292
  A  2   0.7228  0.7228  0.3708  0.3708
  B  1   0.4914  0.4914  0.0454  0.0454
  B  2   0.5086  0.5086  0.9546  0.9546
  C  1   0.1362  0.5410  0.1362  0.5410
  C  2   0.8638  0.4590  0.8638  0.4590
  D  1   0.7835  0.1172  0.7835  0.1172
  D  2   0.2165  0.8828  0.2165  0.8828
  E  1   0.1227  0.1227  0.6188  0.6188
